"contamination_level","ctam_sigma","ctam_mu","cook_cutoff","robust_m_est_bias","robust_m_est_variance","robust_mm_est_bias","robust_mm_est_variance","robust_s_est_bias","robust_s_est_variance","ols_est_bias","ols_est_variance","ols_diag_est_bias","ols_diag_est_variance","ols_mspe","robust_m_mspe","robust_mm_mspe","robust_s_mspe","ols_diag_mspe"
0,0,0,1,-0.000133186611600111,0.00591443267967201,-0.000431735449504922,0.00598283144207483,-0.004387714897367,0.022104353357023,0.000814888717461049,0.00552525777964306,-0.00238476614995053,0.00825753915345287,1.00861812258437,1.00937356263333,1.00934047782377,1.03550313416789,1.0131874980906
0,0,0,2,0.0063228247712912,0.00619585083640584,0.00588002482957206,0.00616700365150801,0.00640963619399981,0.0191294940378874,0.00555021807968936,0.00571372934868769,0.00636754689510433,0.00796863179320639,1.0237648949664,1.02471699354466,1.02478979087099,1.05205459053931,1.02731057156967
0,0,0,3,0.00788810701484932,0.00581653426883931,0.00806297171548964,0.00588695428166497,0.021342496982292,0.0213720117369117,0.0067626922271975,0.00538448731203911,0.00721075127031989,0.0074181534820333,1.01137951555834,1.01202786828926,1.01208959438161,1.04069486896721,1.01486234955723
0,0,0,4,-0.000840822233670657,0.0046194107366025,-0.000934919420567226,0.00460338483134717,0.00585228323023301,0.0135405445216623,-0.0023107528330335,0.00464425897620503,-0.0012559535957577,0.0055844900823172,1.00788584722879,1.00806180496167,1.00831175856695,1.0318715626545,1.00952347095157
0,0.1,0,1,0.00679173963932245,0.00486382225229549,0.00712646150325513,0.00481417375127068,0.0143795026541991,0.0155295859069414,0.00589124517572337,0.0046478231779777,0.00913113893836215,0.00527673614408625,1.01451379282475,1.01513317174572,1.01503219035774,1.0408984363975,1.01738415818391
0,0.1,0,2,0.00399462357270286,0.00543235962031357,0.00398882406321421,0.00538255209395416,0.00324230838903139,0.0162641544937017,0.00456345369897582,0.00509680349636348,0.00459939553144029,0.0066476724452378,1.00476707391436,1.00553502576804,1.00542373778546,1.02616867604507,1.00816881595336
0,0.1,0,3,0.0020747534325638,0.00457277507766749,0.00209507442804746,0.00453948113320008,0.00166334626735898,0.015824516791281,0.0013292496590136,0.00436816392680348,0.00301185216613664,0.00627648990688558,1.00807300179427,1.00904807621765,1.00900812997367,1.03382647371351,1.01228570323597
0,0.1,0,4,-0.00716715641889953,0.00498945327280674,-0.007593032738898,0.00490582026964771,-0.0151712717093899,0.0164558536096314,-0.00711882091029969,0.00455512707526999,-0.0113946856733462,0.00675438190574025,1.01248618352976,1.01349358694743,1.01346555222519,1.03917685967664,1.015838568825
0,0.5,0,1,-0.000633005129547115,0.00580698692304407,-0.000855243046814058,0.0058079490056601,-0.00703736387897935,0.0195955936341505,0.000238613478943162,0.00564509220175966,-0.00285612821502101,0.00765207661121038,1.00285761329104,1.0033807114705,1.00350284430068,1.03464539710955,1.00727512443712
0,0.5,0,2,-0.008188099588053,0.00491916945631179,-0.00800073034303739,0.00496190277788422,-0.0106600452429086,0.0185885558574319,-0.0063901553339194,0.00472895504352207,-0.00986825222676635,0.00640551581372744,1.01423173224411,1.01452401739074,1.01450188929403,1.03699576619642,1.0175473587748
0,0.5,0,3,0.0035760544784913,0.00549347644810294,0.00251867570360664,0.00552025227915696,-0.0134479907440719,0.0176290592203062,0.0046736176816462,0.00513314924827904,-0.000129464114002165,0.00700131266969976,1.01867659503556,1.01949555717777,1.01964363912586,1.04522163226799,1.02154232403488
0,0.5,0,4,-0.0034422467179025,0.0054602960544925,-0.0035580481144033,0.00542329757987682,-0.0220260732270139,0.0176627470121886,-0.0014778136789253,0.00533775054444128,-0.00535250536190657,0.00784067483992747,1.00974219780249,1.00990904929931,1.0099184811209,1.03432589717542,1.01281499939819
0,1,0,1,0.00185425530301808,0.0046130120890692,0.00146856403700468,0.00472124552857674,0.0199833372108777,0.0170357385760723,0.000457347160539801,0.00438490238017337,0.00632396259016099,0.00594310338324215,1.01118140398559,1.01199606957532,1.01230645173281,1.03611831858367,1.01460296779219
0,1,0,2,0.00518171003754375,0.00526609992745262,0.00580421891567307,0.00531897689587829,0.0133414186940062,0.0178387342452118,0.00415772800294079,0.00476343948996168,0.00438525232314468,0.00705387554234277,1.00662801957789,1.00721179008845,1.00729654214965,1.03182810641628,1.0095338876228
0,1,0,3,0.00443823151176082,0.00542385954120982,0.00421249596598683,0.00538623953751743,0.00288682257056205,0.0184922059904956,0.0054782730342251,0.0053058484062597,0.00345712877382143,0.00708468291483924,1.01132580076077,1.01185033120912,1.01155207848846,1.03591623454047,1.01338290200206
0,1,0,4,0.00805968917422373,0.00534272228777015,0.0082597042623731,0.00530593811988177,0.0249301894494613,0.0180349811370198,0.00714768631568496,0.0048503675388484,0.0108864789489105,0.00649371125448932,1.00953444329327,1.00982324496472,1.00991556261174,1.03549831620584,1.01229539737431
0,2,0,1,0.00160950127787141,0.00474875926035361,0.001521467644368,0.00475231770304806,0.00541350301163668,0.0159916038570886,0.00117908769435315,0.00447056942000159,0.003785806339482,0.00608143896473322,1.00864375107985,1.00873138035904,1.0087705816558,1.0290662785865,1.01089195943069
0,2,0,2,-0.000804010920012255,0.00523574787717315,-0.000624311333869532,0.00522243062267298,0.0108469763237249,0.0167877962426862,-0.00249368214412837,0.00489527829734764,0.00248709827036286,0.00642646029109376,1.02049004992313,1.02133768709082,1.0213783704899,1.04793341038581,1.02446916778475
0,2,0,3,0.00340637842145863,0.00491989228853912,0.00280267808562984,0.00520285366015985,-0.00158706879127468,0.0172251477935122,0.00471646684422833,0.00475199145072826,0.00614960091012851,0.00646276204578335,1.0195717856465,1.01989858444181,1.02031700744597,1.04690808197842,1.02215364227374
0,2,0,4,0.000170983433925631,0.00488535773217739,-0.000239797515122042,0.0049010727702644,0.00167640106670985,0.016852912254655,0.00019367111193791,0.00480158695688882,-0.00388247443720302,0.00626802692917093,1.00169872210652,1.00216658375485,1.00216097943933,1.02661922748623,1.00426167467339
0.1,0,0,1,0.00260240167929338,0.00536513841266389,0.00256236058067927,0.00545645097222457,0.00189573625387629,0.0178939014798835,0.00286162229503439,0.00525545384742433,0.00616813009993855,0.00773836399551987,1.01277489839852,1.01339460436223,1.01343742079888,1.03873342941126,1.01758792074582
0.1,0,0,2,-0.00154048881667523,0.00525408014408414,-0.00159274057189385,0.00527250111815165,-0.0112801141805643,0.0197457442262258,-0.00175898099471539,0.0050761426553821,-0.00249677427467687,0.00707632404001696,1.00678021311524,1.00693543817582,1.00692095803884,1.03069495445223,1.01034067525819
0.1,0,0,3,0.0160361117567058,0.00568612036900948,0.0161973440934258,0.00568092112851199,0.00110616116160855,0.019505200575722,0.0169877410707788,0.00555874840661012,0.0178929350343116,0.00746432973269708,1.00791596069478,1.00852410425621,1.00857411105055,1.03893691589326,1.01065265183558
0.1,0,0,4,-0.00579095076107561,0.0060783313285347,-0.00596511469410732,0.00609345161657508,-0.0210685854601724,0.0221727472288383,-0.00574119098453707,0.00545566854003439,-0.0055239379318277,0.00729125315695535,0.996366637945503,0.997106567871454,0.997160692411719,1.02227878816564,0.998925508616723
0.1,0.1,0,1,0.00369538570977301,0.00501054674126552,0.00349835828241529,0.00507740524648236,0.00192018657355186,0.0166677069559016,0.00295299942213356,0.00472777560370819,0.00569807416604196,0.00634751225399622,1.00712728820732,1.00747936826227,1.00751154657216,1.0302081955447,1.01145066727524
0.1,0.1,0,2,-0.000915775033463628,0.00535470519114007,-0.000489056813940625,0.00529558856286977,-0.00419301487185675,0.0187926947826101,8.81641115157983e-05,0.00509337273361768,-0.00249838537036551,0.00658569877830802,1.01305613066847,1.01300463891903,1.01317207677127,1.03762207024026,1.01501640039918
0.1,0.1,0,3,-0.00498384295331777,0.00545645885042625,-0.00484520109247311,0.00549908757459461,-0.00162616425691131,0.0168582714222233,-0.00585665207543862,0.00551189421006578,-0.00467532924360925,0.00670075481377825,1.00634748551685,1.00663099970558,1.00671752117058,1.02684151803926,1.00869373914915
