"contamination_level","ctam_sigma","ctam_mu","cook_cutoff","ctam_rho","robust_m_est_bias","robust_m_est_variance","robust_m_est_mse","robust_mm_est_bias","robust_mm_est_variance","robust_mm_est_mse","robust_s_est_bias","robust_s_est_variance","robust_s_est_mse","ols_est_bias","ols_est_variance","ols_est_mse","ols_diag_est_bias","ols_diag_est_variance","ols_diag_est_mse","ols_mspe","robust_m_mspe","robust_mm_mspe","robust_s_mspe","ols_diag_mspe"
0.1,1,0,4,0.8,0.022454658911168,0.0414332062737606,0.0637221323598335,0.00227554905622454,0.0330022087146201,0.0351457489359862,7.37706873825796e-05,0.0745020839883182,0.0742778463397475,0.132160987451114,0.0880186251322762,0.219827538082861,0.00794724461658507,0.0419348554639654,0.0497143606586947,1.50635448673889,1.16167411147299,1.10071858840027,1.22263513607275,1.13453952081199
0.1,1,0,4,1,0.0238063171089283,0.0376299807992874,0.0612857779850186,0.00203692932727412,0.030278192832828,0.0321940093887708,5.28291324213126e-05,0.0710553726422129,0.0708239802840653,0.148391266778356,0.0928402721660251,0.240860177855717,0.00824465002197061,0.0375253578072942,0.0456199063980356,1.56702709243366,1.16196584462814,1.09847753060439,1.2183156333222,1.13175280620466
0.2,1,0,4,-1,0.0183941906920145,0.0224158403446113,0.0407203676752472,0.0177487744338184,0.0229276957891177,0.0405847594397796,0.0109033852790414,0.073026803389824,0.0836380814553061,0.0204913151498641,0.0215925904232334,0.0419975352114045,0.0105349678906906,0.0295673458406309,0.0399840443479589,1.10832757526559,1.10758397333605,1.10664721978605,1.25749101015245,1.11259993524382
0.2,1,0,4,-0.8,0.0151996861876937,0.0333666104002105,0.0484328301463034,0.011596548599262,0.0347267171525846,0.0461843588832362,0.00275081528302379,0.0913288549899504,0.0937143548530144,0.0251562097708161,0.0371484367599531,0.0621560527837293,0.00774196001551143,0.03654139481773,0.0441371892539705,1.15863270248895,1.12868750294783,1.1242885919946,1.26604670076283,1.12215142922854
0.2,1,0,4,-0.6,0.0253673340802138,0.0398885861686728,0.0650963659042119,0.0175931443961784,0.0402371712418361,0.0576693669530471,0.0057703238543358,0.0950164013725468,0.100406659621392,0.0485383904230843,0.0485815540773179,0.0969256182840929,0.0150336958965543,0.0428797357543538,0.0577419127078907,1.21674581222605,1.14919815082195,1.13786653315777,1.26136531463049,1.13436457116146
0.2,1,0,4,-0.4,0.0318781321143184,0.0380741790390251,0.0698000144371874,0.0134312990657673,0.0390653312784814,0.0523403690191347,0.00110774750581005,0.0871275566939289,0.0878867939729633,0.0816190854706128,0.0569296836350131,0.138321050371086,0.0158129279366366,0.0401690515285294,0.0558213032590518,1.32955896159883,1.17203038084708,1.13330538562331,1.24131755148738,1.14017654047346
0.2,1,0,4,-0.2,0.0462269419369544,0.0469040940525534,0.0929434196132976,0.0191081052086606,0.0458858810778149,0.0648104427621642,0.00365961422819821,0.0871384668641955,0.0904495272249369,0.123055712909526,0.0740933058500921,0.196852645536218,0.0198254130183831,0.0441606067004204,0.0638093772920019,1.446182385277,1.21643908317864,1.15762330423915,1.25374142455987,1.14854082371651
0.2,1,0,4,0,0.0668055979653,0.0541633701989686,0.120752314683473,0.0227064770472543,0.0536377974096972,0.0761297232673128,0.00148771816280817,0.0887341145719458,0.0898668962764662,0.182068083672298,0.0820259022316678,0.263765882295039,0.0331762567213418,0.0511631039599867,0.0841347082654886,1.6198263782489,1.30208855333253,1.20360541338334,1.25720326903407,1.22027328917536
0.2,1,0,4,0.2,0.0740438403131078,0.0629356690537222,0.136727766690615,0.0195231686692142,0.0539410613108675,0.0732484657348383,0.00268926477374053,0.0765052317651273,0.0788884756118073,0.226047122760283,0.0948970930311456,0.320564627419304,0.0379151965056185,0.058780512714039,0.0964605871688014,1.68079048129935,1.28437422432669,1.16323293004097,1.22102561973222,1.2179805003958
0.2,1,0,4,0.4,0.0972658187149311,0.0706149964873961,0.167598355216377,0.0201427810083839,0.051410891558286,0.0713480290004368,0.00237529605294294,0.0812343491211802,0.0832847077776384,0.292868084061833,0.104530879314531,0.396980839859105,0.0576262749930064,0.0650359800807606,0.122402111153444,1.90079757340568,1.38733710496966,1.17603350681449,1.21125820129398,1.29528483008698
0.2,1,0,4,0.6,0.100490477327379,0.0599224624337155,0.160173249911359,0.0208346822301879,0.0521785082139563,0.0728044764112883,0.00107740540971835,0.0797913601298148,0.0805496000990139,0.33932360705904,0.0989025109713569,0.437830507986512,0.049968076827549,0.0606168851163691,0.110342494403453,1.97463489967853,1.3705246826074,1.18318384188397,1.21873636415022,1.27412618675674
0.2,1,0,4,0.8,0.135050286154839,0.0786512636291309,0.213386944729454,0.0216716578612165,0.0586533192273948,0.0800903638117018,0.000777106910312838,0.0779040074442063,0.0783694983247423,0.419275065029919,0.116696981988625,0.535505259090589,0.0780170287610024,0.0786718743964483,0.156374215659865,2.11737501649757,1.44764243152303,1.17787579041231,1.21502666063247,1.34837632624231
0.2,1,0,4,1,0.144375423307403,0.0793970476543085,0.223454882771094,0.0168207720346203,0.0501685053278312,0.0667886033411402,0.000163967736027429,0.0693389193695514,0.0692255314281006,0.457802910321685,0.124790475956907,0.582094224374764,0.0803537532340959,0.0764153850474487,0.156463476741355,2.24026714364193,1.49882584202362,1.17114241871324,1.19189009945804,1.3674947082211
0.3,1,0,4,-1,0.0340296911949783,0.0235557008666549,0.0574911692581665,0.0329224390171679,0.0247150442468118,0.0575386230869924,0.0234841619217968,0.087323595331499,0.11045846287197,0.0356752566442316,0.0220623884703256,0.0576493955606759,0.0262821981320798,0.0297482930608252,0.0559114980206617,1.15077075452579,1.15375090093296,1.15440484849118,1.31521607023893,1.158291194137
0.3,1,0,4,-0.8,0.0409188648497162,0.0324393989857569,0.07322850623953,0.0357017994745832,0.0337490887762136,0.069315891895692,0.0120568060198237,0.0875856052184279,0.0992920688173779,0.0579299290726478,0.0353801312306797,0.0931685397784048,0.0245124578045335,0.0386188030134523,0.0629767856059319,1.23277696955611,1.19289468518053,1.18816691290253,1.29563686962577,1.18011739914865
0.3,1,0,4,-0.6,0.066890706518788,0.0473729964126558,0.114074210945793,0.0454393079056365,0.0518289706036193,0.0970609626268413,0.00285850797182593,0.0966036451144215,0.0990757385057897,0.114170208062408,0.0539440091230055,0.167898441148921,0.039256152460188,0.0481732898576815,0.0872367491584388,1.4020815716681,1.28772454941332,1.25300658935132,1.30442586965176,1.23964507453579
0.3,1,0,4,-0.4,0.0910323179059116,0.0616011268719381,0.152387040270362,0.0571327439969201,0.0650510042098607,0.121923544189941,0.00872919421176612,0.108144616249263,0.116441231996032,0.169302687034257,0.075391124229272,0.244392246766612,0.0528040033193959,0.060518216840421,0.113080147292455,1.55377041196023,1.36036614270517,1.29912013028096,1.3330717736136,1.29273861114213
0.3,1,0,4,-0.2,0.123160951676188,0.0689478431909509,0.191833003494375,0.066246515036462,0.0744406950967555,0.14038944735283,0.00735691371054588,0.099035398048107,0.10599617016646,0.243788086436792,0.0787635742772844,0.322236606416968,0.071269035946752,0.0740893099192625,0.145061988626337,1.70482959761865,1.41893800581518,1.31183019555178,1.26188839553804,1.33064751173343
0.3,1,0,4,0,0.182639637429504,0.0726608213799439,0.255009815523928,0.0878802643986499,0.0795831207360989,0.167145052651804,0.00604106566976226,0.0843670716857911,0.0900706690688102,0.355869776943962,0.0867479953811663,0.442270780343604,0.106676296507112,0.076172696465013,0.182544302186265,1.99236776709266,1.59104523082501,1.40461294733268,1.26414792761382,1.44909774210334
0.3,1,0,4,0.2,0.232975680644782,0.084493079516728,0.317130787843443,0.0881529575026401,0.085270118096329,0.173081995126584,0.00705790461586164,0.0913722487886041,0.0980646644093114,0.468782076733028,0.0987258327382424,0.567113006140317,0.151004763401749,0.0815805965059596,0.232259037521685,2.20272987234368,1.67700894837856,1.38800567000678,1.2652194869424,1.53164191061682
0.3,1,0,4,0.4,0.245971652942203,0.0965779688860938,0.342163309952752,0.0939434443012616,0.104103237299065,0.197630268651131,0.00442473608757966,0.0885832882475179,0.0926536911821075,0.503466113341978,0.109623043182355,0.612650664351603,0.143941703064171,0.086097374052297,0.229694687620259,2.3285895513143,1.75542842823743,1.45079837592043,1.25160377422401,1.54525820699539
0.3,1,0,4,0.6,0.329035991789882,0.10676780700823,0.435376727570079,0.111849240064182,0.118934647258754,0.230308148733901,0.00588903393131188,0.1014081833918,0.106891584589545,0.617976365521658,0.116264571176206,0.733775878413158,0.208429048345692,0.106479406637841,0.314482537356982,2.51080383496244,1.90436109640542,1.51154451078284,1.30034268975289,1.68559799047508
0.3,1,0,4,0.8,0.405937547188655,0.124308530366594,0.529748843433782,0.129824415405095,0.119882459451406,0.249227345018696,0.00450785545296451,0.10367390889986,0.107767068717225,0.753659605233411,0.134234072322966,0.887356741267086,0.28111179531215,0.122599780887403,0.403221177076004,2.85363064723106,2.11524183488642,1.53676393545959,1.30327689221048,1.85196299706098
0.3,1,0,4,1,0.457311368254602,0.148694892290988,0.605411480976426,0.140967900334118,0.125522619925072,0.26598842977949,0.00396587011158649,0.0831822482263544,0.0868153893450355,0.812575658605082,0.149374841044717,0.961353000285621,0.317067088488664,0.13207884029028,0.448617613417783,2.9805931273011,2.24259924025372,1.54564009088188,1.20620922622577,1.95567892574094
0.4,1,0,4,-1,0.0422975078814991,0.0243255439714531,0.0665257496770664,0.0414720401308879,0.0242842642619921,0.0656591673358321,0.0317476203808063,0.0731314325175954,0.104586527168331,0.0439909474804292,0.0237413340527267,0.067637316196945,0.0329145554470168,0.0283261178174994,0.0611273687932462,1.1591931594589,1.15631626138531,1.15458281014112,1.28926208293609,1.14319295732772
0.4,1,0,4,-0.8,0.0542156542672727,0.0336703019066508,0.0877512749662969,0.0509837142416816,0.0347424017492578,0.0855871463839424,0.0135656403057478,0.115009493645576,0.128115095976741,0.067663415894084,0.0340071093377659,0.101534496794499,0.0365307587162064,0.0407457513070496,0.0771135270180278,1.24163157922713,1.21297873959508,1.20908346413434,1.35134045168218,1.19431705546631
0.4,1,0,4,-0.6,0.117034259428636,0.0586505066825777,0.175450164084483,0.0977302386807242,0.0651909747466402,0.162660449528378,0.0196583813061531,0.123465407205018,0.142629926882351,0.161230065781356,0.0575754134049794,0.218575177532716,0.0825027671449552,0.0620682075826256,0.14432270189725,1.51119168136366,1.40931974267969,1.38260527953193,1.38819363822237,1.35874970527175
0.4,1,0,4,-0.4,0.158919923960018,0.0626840117120086,0.221353199625178,0.121099142392069,0.0687800247452988,0.189604047038387,0.0132315777996849,0.107182917540157,0.119985763669681,0.249022538668178,0.0701398669554092,0.318881846155765,0.106704511715114,0.0659375524903996,0.172378313995552,1.68020169651128,1.48011136981434,1.4183710684193,1.33138625552781,1.40116345382867
0.4,1,0,4,-0.2,0.237385053772119,0.0790944013105228,0.3161630774774,0.163643422333281,0.0881602544981646,0.251451035813453,0.0105145084977412,0.116848584985357,0.126895699143157,0.369638181754375,0.0859263320839858,0.455220808510025,0.165244090989465,0.0868745345529146,0.251771127404168,2.00681585957169,1.71692406508718,1.58803837597182,1.34980034447275,1.58466376611335
0.4,1,0,4,0,0.327894000192142,0.0910668793067548,0.41859661198167,0.221087877885133,0.103769751030783,0.324442549911793,0.0200954112698696,0.123854273726499,0.143454267901462,0.500337201921418,0.0931221086166674,0.593086822103619,0.225504739490689,0.103293671219837,0.328385236025647,2.27310975195689,1.90427910375247,1.70423566009325,1.37733159143256,1.73640767768004
0.4,1,0,4,0.2,0.459139392999369,0.108156265527228,0.566863033464488,0.29644800107658,0.130896224650408,0.426820640828386,0.0221738283295981,0.138614721174014,0.160234090618916,0.672117523521903,0.105599645508027,0.777294770447898,0.319008353159694,0.116160934313181,0.434704643735623,2.7213873175225,2.27198609425726,1.98237981169603,1.4522943844382,2.00483938309907
0.4,1,0,4,0.4,0.526767365104174,0.119733360568496,0.646021792230396,0.308759220987896,0.147373052817108,0.455542781593736,0.0193155032027913,0.130892075207178,0.14968401010914,0.780225226781819,0.113213088926189,0.892985463352303,0.374138946138976,0.128593618004181,0.50221818967114,2.90097001774955,2.37447512600732,1.97305530253137,1.35565837603444,2.09345175652613
0.4,1,0,4,0.6,0.654831702089627,0.130190321379475,0.784501262183585,0.393367130079023,0.172953528671544,0.565628844635881,0.0219530386037714,0.127818006541999,0.149259773119603,0.949415029256955,0.115441543985054,1.06439480706607,0.506906025559745,0.142082836969112,0.648420531180981,3.27944316042776,2.68062513888734,2.22825321759706,1.38834048596488,2.40831446758581
0.4,1,0,4,0.8,0.794958432790193,0.135873615464942,0.930288553793275,0.465062314510754,0.184249240199096,0.648574557749053,0.0210335935038924,0.122158769476119,0.142703727902107,1.08643579757512,0.128753318528391,1.21467410282939,0.58600208326539,0.153536997198025,0.738924932474622,3.51843751706199,2.93288007961078,2.37320876788577,1.34208728193156,2.58576703222119
0.4,1,0,4,1,0.927629598643034,0.152624335229377,1.07964343653149,0.533247323977706,0.194114792863086,0.72658565766934,0.014685592754321,0.127649311881514,0.141824307388308,1.2193282730565,0.144484456944501,1.36323479217322,0.695152986448068,0.163995741963493,0.858492745443708,3.83840494093228,3.25635147784135,2.54128994986411,1.37642796738456,2.82167443166068
0.5,1,0,4,-1,0.0582511866045933,0.0230567422073466,0.0812157018431105,0.0582060837916816,0.0231504663395629,0.0812639482658862,0.052598119340401,0.0765526886207616,0.12884459720668,0.0597377414697691,0.0215148743938241,0.0811665563660179,0.0513937894294402,0.0296377126022082,0.0809129511812395,1.18818886476351,1.18957903986089,1.18974401132239,1.35591699415788,1.19339044672788
0.5,1,0,4,-0.8,0.0780207604353128,0.0389082794070015,0.116773406724686,0.0734702203094894,0.0396954512833447,0.113006889787701,0.0270468038889946,0.118022407574008,0.144597121832707,0.0955803588181384,0.0417763005256152,0.137189554141651,0.0597637138202457,0.0441235442962925,0.103710763939353,1.32554231140863,1.28653631300722,1.2810952702684,1.41040765217418,1.27458461945926
0.5,1,0,4,-0.6,0.169948445454588,0.058818051315902,0.228531224565226,0.14957924720554,0.06575550294751,0.21507172814126,0.0437738647963444,0.14627299795003,0.189461770754574,0.220770942126232,0.0594496890795564,0.27998283244947,0.135444669436268,0.07326838232514,0.208419978232108,1.60857587139128,1.50449482341205,1.47835976919704,1.49299949214593,1.48440632710206
0.5,1,0,4,-0.4,0.26338595224491,0.0785459727635051,0.341617741117361,0.217369817283623,0.0876184152298934,0.304637758852597,0.0318184073413506,0.16002899636618,0.191207287722066,0.362194726579756,0.0736464014707997,0.435546542444672,0.188038571697731,0.0883775454951351,0.276062607010886,1.97717984940678,1.76958774012086,1.69276087350043,1.4849805082101,1.63563647174863
0.5,1,0,4,-0.2,0.403066340923479,0.0980734677337673,0.500747514786311,0.342997549893405,0.108891707050365,0.451453690115569,0.0458945409630644,0.169555768140688,0.214772086031189,0.529207274192018,0.0941114424912498,0.622942270913303,0.295588545169807,0.115717953261576,0.410843626618337,2.32100444222695,2.06199990303195,1.96286911361503,1.5281844442581,1.89369460223109
0.5,1,0,4,0,0.508473508661755,0.111115071741947,0.619144120116734,0.41638645322375,0.12923669739299,0.545106203827168,0.0602942408498573,0.201262806335401,0.260751995959916,0.660283422491895,0.102134691918924,0.762009575643143,0.384435292583769,0.124029034558415,0.50796821100395,2.66344722551804,2.36932167066774,2.21286643474526,1.65691604465014,2.16657520911377
0.5,1,0,4,0.2,0.709630916952392,0.104154051016103,0.813368351764431,0.581580351863395,0.121920175322753,0.703012846484858,0.0734725496110218,0.20464226437422,0.277296244927744,0.882898042458387,0.0981568670761618,0.980662282066244,0.563020369964281,0.11853176252568,0.681078005439858,3.08708105801183,2.75133309659099,2.53678374032968,1.71790752467614,2.51182346015371
0.5,1,0,4,0.4,0.8635228020843,0.128017629249914,0.991028360817214,0.715566731450146,0.159002968870933,0.873933688445595,0.109979762027778,0.256516531357121,0.365470227259471,1.05051884796488,0.121685356187652,1.17171746272778,0.688397571696236,0.146349235567399,0.834161410321365,3.47946692706644,3.11052003458264,2.87457890578498,1.90123760473286,2.81038684043816
0.5,1,0,4,0.6,0.993644949256348,0.132612075948323,1.12572657690088,0.814895636990388,0.177108649436872,0.991295851829513,0.116529867005433,0.279579730914825,0.394991278996598,1.20882067842868,0.112721699201337,1.32109149083322,0.784999502031604,0.159103855609506,0.943466942218671,3.81112764747856,3.40187187915666,3.12759187069743,1.95236642535272,3.05097005075505
0.5,1,0,4,0.8,1.08951166754411,0.123691285783011,1.21270818818399,0.90780965108303,0.154544778422575,1.06173625039192,0.0855162684162245,0.238978687427569,0.323539041094083,1.29727589114983,0.109324221095459,1.40616281536091,0.866798471321009,0.145770651178029,1.01198603989433,3.94615475132004,3.54435232230078,3.23520224324948,1.81153060441445,3.16316457628759
0.5,1,0,4,1,1.31753480148279,0.147692160081492,1.46463619292396,1.12688389659021,0.195141106286916,1.32124443845198,0.0995046408719934,0.290530734647008,0.388873252580413,1.53735293564092,0.130925611091774,1.66775484428833,1.10025138057722,0.177589550158868,1.27713057253545,4.5616593006157,4.16286586985092,3.88689858343051,1.93376577893337,3.77765070445104
0.6,1,0,4,-1,0.0731266984274784,0.0218190962410956,0.0948585182836096,0.0724244970521002,0.0222638884115481,0.0945993299100021,0.0606765561422637,0.0765182760754547,0.136888759113417,0.0736315010235111,0.0198754774807106,0.0934274765942989,0.0668812409378003,0.029428679489526,0.0961922057093682,1.21992021956123,1.22521502553487,1.22538611943434,1.3648458352164,1.2329591609572
0.6,1,0,4,-0.8,0.124829915098185,0.0443429087906518,0.168995452253674,0.120066546323519,0.047098379164479,0.16697653197134,0.0666978611913098,0.121892903753471,0.188103193329767,0.146505070725273,0.0437776445612184,0.190107604708246,0.106017960214223,0.0561726469021555,0.16196591652877,1.42630326206321,1.3825648705092,1.38161000344403,1.49583862668485,1.38040007197102
0.6,1,0,4,-0.6,0.246203314937732,0.0625934332234292,0.308546374428267,0.228981474113364,0.068038145098927,0.296747466631895,0.0811380452977597,0.189782663500289,0.270161578144048,0.292404587251558,0.059570007190503,0.351736314413299,0.207996250459241,0.0749877509153687,0.282684050370948,1.77136131579965,1.68383874337571,1.66214484600766,1.68339674963714,1.65964848588921
0.6,1,0,4,-0.4,0.389868047505264,0.0762555549814071,0.465818580266745,0.363832069130177,0.0839239089818753,0.447420282476125,0.119520638102088,0.235038203708826,0.353618688996079,0.46943172655876,0.0703961374338366,0.539546279442861,0.321456044132811,0.09191617194656,0.413004551391585,2.12450504979293,1.97988453998929,1.95360340383366,1.87152643365187,1.89739795411118
0.6,1,0,4,-0.2,0.565347312329953,0.090390791907919,0.65537654107024,0.518821357105809,0.104563431591567,0.62296653497101,0.169311345434418,0.267291816114779,0.435533994284738,0.669537560100792,0.0815839073794777,0.750795131850752,0.46786186215504,0.108515491701008,0.575943291889244,2.63735688618319,2.43051127023366,2.35891726744302,2.03749318296143,2.28667458857923
0.6,1,0,4,0,0.764392166185656,0.105325763929107,0.869296627059046,0.715729364596894,0.117498795219614,0.832758164635629,0.189171366668052,0.308555320187469,0.496492465574771,0.876442015321207,0.0979448897188248,0.973995125481157,0.632338652766086,0.13694732684662,0.768738190305319,3.02619344731166,2.81269632433039,2.74129935007126,2.14928716781609,2.62883800108866
