"n","contamination_level","ctam_sigma","ctam_mu","cook_cutoff","ctam_rho","robust_m_est_bias","robust_m_est_variance","robust_mm_est_bias","robust_mm_est_variance","robust_s_est_bias","robust_s_est_variance","ols_est_bias","ols_est_variance","ols_diag_est_bias","ols_diag_est_variance","ols_mspe","robust_m_mspe","robust_mm_mspe","robust_s_mspe","ols_diag_mspe"
50,0.4,1,0,4,0.8,1.69915062950229,0.269835807853696,1.00853880597562,0.385708233718815,0.0404566598692499,0.308053981256718,2.28309567211331,0.235156775457406,1.26433276929898,0.299269556068495,3.64923036607464,3.07318475421377,2.47875695519086,1.43537727240404,2.70353423833608
50,0.4,1,0,4,1,1.79451714554458,0.297475958557029,1.0746521726296,0.414956383075848,0.0552914967808154,0.287925989826801,2.45755191471903,0.259761494671222,1.39039972470243,0.293454051317131,3.90532438530761,3.25397334397602,2.63377443898672,1.44006494051272,2.84926539377332
50,0.5,1,0,4,-1,0.115670423927088,0.0446675073213922,0.114162432499853,0.0470468119325032,0.0921950643115026,0.147061591545417,0.1213420196982,0.0412705593776042,0.097574278075195,0.0570237099228598,1.19837260034772,1.1977473948681,1.19930975363159,1.32352998078764,1.19373230321211
50,0.5,1,0,4,-0.8,0.161666172024561,0.0887870055035453,0.147750205919496,0.0939334389859821,0.0411200397524068,0.24252359444437,0.196635326795028,0.0863899901368257,0.120829403091252,0.0949344222386976,1.357003840024,1.31903673398235,1.3118584904416,1.39981885583214,1.29327693666566
50,0.5,1,0,4,-0.6,0.339623221958986,0.116808896271835,0.286197136977241,0.132919172478949,0.0801281829122692,0.296846712785616,0.458443100457897,0.116085178339504,0.268278430123832,0.145966801882063,1.67790697501508,1.5518277293984,1.51772100157818,1.51573059684744,1.51886940060039
50,0.5,1,0,4,-0.4,0.548199007712038,0.136937848400962,0.472300124957111,0.157034185671764,0.115124180869882,0.314007202032016,0.743231306857645,0.141529544204983,0.408854975457055,0.158888639771186,1.94635852452746,1.74921485344511,1.70183331783908,1.55884856798344,1.64465644798049
50,0.5,1,0,4,-0.2,0.803723957447765,0.185166876916279,0.669166981172021,0.204327130188167,0.101727142401683,0.327463017221989,1.06610147642736,0.180610117469513,0.629837936644439,0.209018517719604,2.36184600174914,2.08191248592435,1.96066902172932,1.54422555926001,1.95496200830168
50,0.5,1,0,4,0,1.04955372365284,0.221114858824751,0.894661258076554,0.253509579912692,0.15523945645077,0.410712953488523,1.32168416324746,0.211961514934184,0.807534075861519,0.250707526424346,2.68719584129631,2.41640981525735,2.29262747578226,1.71953434266875,2.20633523463226
50,0.5,1,0,4,0.2,1.3814771890104,0.212139613949155,1.15310989596097,0.24607244348097,0.156841643822169,0.399862444943522,1.76918595292036,0.189553325542806,1.06171105153945,0.23703024895489,3.04964321302339,2.67638246360056,2.48824585235888,1.69604074343235,2.40883372120552
50,0.5,1,0,4,0.4,1.63831427820677,0.222644693968074,1.33902761545192,0.293115580063103,0.142707436412295,0.393481693854199,2.02593016997119,0.203973829178373,1.30983440313745,0.238337334284939,3.32493719943143,2.95899444065673,2.74502256588527,1.64485655650817,2.68006342989245
50,0.5,1,0,4,0.6,2.02748822302134,0.245000603760095,1.70760005231757,0.303057820592703,0.241221421464966,0.568153519912829,2.41326845422828,0.22702546016319,1.67628966013721,0.287723902226741,3.80398461232941,3.4092417942064,3.14645056668518,1.93592644404758,3.09815860969025
50,0.5,1,0,4,0.8,2.31863546976668,0.270456763940252,1.88695574801657,0.362816849728319,0.197139704244326,0.565887720643754,2.71177565041317,0.256258871328043,1.87615187675477,0.328781085108885,4.1531693273729,3.76950895484725,3.42906079121992,1.96559297785074,3.41255852711192
50,0.5,1,0,4,1,2.8396950409973,0.267745503321854,2.38449002590369,0.350838778577454,0.272863001243635,0.689122645437369,3.24967707900839,0.250934593719462,2.32778915738583,0.306629406310825,4.61690690560162,4.20394943128547,3.83582803968075,2.09890613560812,3.76662946861215
50,0.6,1,0,4,-1,0.144658738349939,0.0400383310014494,0.144197181286199,0.0416588569858498,0.141649034112679,0.154201450894278,0.147452101517211,0.0377251022519015,0.130655844320985,0.0526126755409066,1.21030662634452,1.21071445894101,1.21156139191401,1.37637510808868,1.21517935668978
50,0.6,1,0,4,-0.8,0.219827835537769,0.0877263720422577,0.212317858059325,0.0920904817697306,0.112147313185601,0.268875865565192,0.255092612122192,0.0855297893221111,0.173982649113317,0.101118644431688,1.3851271490997,1.35446800529173,1.35164336769246,1.51377457480984,1.33768755274897
50,0.6,1,0,4,-0.6,0.470893925074068,0.118536613240623,0.45013364030759,0.126649809270061,0.166757207151073,0.341656941978998,0.566010919977744,0.113301621573358,0.390057106882803,0.145155641940903,1.78338729547455,1.69480558281767,1.68206917434371,1.67104112037533,1.64774672372894
50,0.6,1,0,4,-0.4,0.795087844209681,0.170563885423674,0.748135822161111,0.179630001254086,0.239364623972749,0.430201556915308,0.945650551325463,0.173517431497533,0.637989565912494,0.186777691666592,2.24278886029387,2.08111013635646,2.04212445626752,1.85128043304792,1.94888441471805
50,0.6,1,0,4,-0.2,1.26013804026134,0.18915359249852,1.17493667599718,0.215998915518886,0.337144635918956,0.527346841271719,1.45400741418125,0.167043219774969,1.07530738453135,0.235876684686406,2.69947771847906,2.51538383545573,2.45202802762001,2.01662205095271,2.39416701262733
50,0.6,1,0,4,0,1.54560179159975,0.207202061568014,1.39714561225026,0.23879490130374,0.499674642993224,0.602258904899511,1.83060061700609,0.18814280129495,1.2695110221788,0.239370827830827,3.14714600774148,2.87366919910657,2.76138124465864,2.27279465457712,2.62842298493445
50,0.6,1,0,4,0.2,1.9775549707233,0.212974328232662,1.85446659949846,0.240819831160655,0.555898799192933,0.716038824042462,2.25580944252019,0.19953000976932,1.68456750098671,0.248191554167904,3.57593842171296,3.30959310759458,3.22009282162492,2.44877412171924,3.06431493980364
50,0.6,1,0,4,0.4,2.3583991860796,0.246183076862555,2.22180460481629,0.280045038886546,0.720213974554375,0.825399742258522,2.61282184212178,0.227192193981672,2.09657745389701,0.300501403301963,3.89170218716083,3.66764674569047,3.57495591229282,2.74937460387454,3.50069363481161
50,0.6,1,0,4,0.6,2.73823921382183,0.263038797872077,2.59267188896062,0.305158575818791,0.742209079338772,0.827818000693288,3.00868310033559,0.241442602791018,2.30851948199956,0.305987257133473,4.38945989473867,4.13677811132344,4.04493028316046,2.84801677572811,3.77687008052399
50,0.6,1,0,4,0.8,3.01990305552443,0.254505240849343,2.8521523232278,0.293676994562208,1.13461532520747,0.911657551321223,3.31017233438928,0.23900289210718,2.6193038234984,0.314264370796579,4.66572816151085,4.3787770296623,4.25609928723875,3.30959933675295,4.10797254148628
50,0.6,1,0,4,1,3.39867700077476,0.291244194992091,3.25699360839015,0.322245688479103,1.2529523717239,0.987972879759851,3.65463765528258,0.261717790355388,3.06317573968412,0.359393412929987,5.2281196264062,4.98278700387659,4.88175134811402,3.60361809776643,4.74220362985658
100,0,1,0,4,-1,0.000119735000024666,0.0225435201252829,0.000119637320287107,0.0225538750397541,0.000445160117435129,0.0755447266513673,0.000173661720104469,0.0213908285130393,0.000136574975712621,0.0298462116522095,1.03103551015801,1.03286086833516,1.03259090149807,1.10509150600906,1.04282632155337
100,0,1,0,4,-0.8,6.01355226204474e-05,0.019506458502686,5.16065994295355e-05,0.0196494010678421,0.000139351931575119,0.0683766433355474,5.44393053591646e-05,0.0191152756066984,7.17460020495305e-06,0.0249124581908581,1.0261885603147,1.02723096230685,1.02767395819303,1.09915196629098,1.03532171543339
100,0,1,0,4,-0.6,7.6932889328245e-06,0.0223092163099035,1.23815721757803e-05,0.0226830406394693,0.000191890416079755,0.0800551771797761,1.89141650317415e-06,0.021096870589302,3.75558105006882e-06,0.028241032979608,1.01707406661349,1.01967189938038,1.0194654828801,1.10635467350197,1.02775039738078
100,0,1,0,4,-0.4,9.54298813766071e-05,0.0221994777315852,9.73569903490842e-05,0.0226681577701086,0.000368378904010253,0.0702828153662483,9.72156317653136e-05,0.0212731135525088,4.7902521274994e-05,0.0292971798510476,1.03045684724159,1.03128205844027,1.03162615276951,1.09714306012973,1.03932843476042
100,0,1,0,4,-0.2,0.000332768795067236,0.0214098407469989,0.00030076206329649,0.0215605962958326,0.00021015950197913,0.0793334260500139,0.000375564187673324,0.0203006373312299,0.000262470645974672,0.0265620109778212,1.03050851147602,1.03129518605017,1.03172694484997,1.1168152217405,1.03660140812253
100,0,1,0,4,0,6.77572285801703e-05,0.0198373243241469,3.80208187753024e-05,0.0209328651884212,3.72985548180701e-05,0.0786715818958638,5.82191057013097e-05,0.0187344966347472,4.04199703301993e-05,0.0251675860028609,1.03629455782944,1.03759238415384,1.03921406236922,1.12894743339791,1.04369363053707
100,0,1,0,4,0.2,0.000111494245244957,0.0239412029271373,0.000127000276668774,0.0239442480881318,0.000710561865645069,0.0748910886786376,9.81881866670896e-05,0.0229400515380664,0.000179636099786271,0.0291751132429912,1.02414915434816,1.02570715258005,1.02573748423098,1.10012192237516,1.0303049178165
100,0,1,0,4,0.4,0.000116674497253096,0.0225098529696908,0.000102531607229441,0.0231042865577907,0.00052171914077687,0.070113613102123,7.38308791506954e-05,0.0216368542899879,0.000206665506938644,0.0290757567269686,1.02948276869606,1.03040976051803,1.03181063253207,1.10288576046563,1.03801434241008
100,0,1,0,4,0.6,4.68601408337368e-05,0.022173039275808,4.47095044963988e-05,0.0225843777781135,7.48464121830668e-05,0.0762593913841577,4.95558015138097e-05,0.0215806273817603,3.76654950447871e-05,0.0272055518437433,1.03943059555856,1.0401896485806,1.04057506377828,1.11667525028241,1.04805270885554
100,0,1,0,4,0.8,2.94974501547703e-05,0.0199560406382533,1.83381787950206e-05,0.0206637418487848,4.47909481334376e-05,0.0691120633451679,3.25801089821229e-05,0.0197355610392256,5.22911951854252e-06,0.0254017025739343,1.01533119501639,1.01603535667319,1.01677103671514,1.09126840925078,1.02287507379471
100,0,1,0,4,1,1.91739275504912e-05,0.0219121509100027,1.38471482977278e-05,0.0220988692797461,0.00031837605673014,0.0749925969976445,1.91407110854652e-05,0.0212472118176987,2.81059010491606e-06,0.0267443763711735,1.01474930794156,1.01557363103035,1.01619889916048,1.09559392831217,1.0198471960534
100,0.1,1,0,4,-1,0.00958862309973519,0.0243052597193021,0.0093154584105316,0.0247285848567866,0.00412594892514239,0.0734100069460694,0.0118444144100496,0.0230434448716773,0.00398000878089527,0.0278642708664045,1.03966943904061,1.03852570435587,1.03935104174795,1.10727048097364,1.03927228005221
100,0.1,1,0,4,-0.8,0.00506783359606488,0.0272558979610524,0.00324301267087596,0.0276950608295138,0.001212051699699,0.0707275736263206,0.0116535455038966,0.0308800887785811,0.00222137752003772,0.030828232836174,1.05515893133764,1.04231436028316,1.04129401078868,1.10035821275197,1.04308903396859
100,0.1,1,0,4,-0.6,0.00952528567049482,0.0261825886051275,0.00481625863430923,0.0264270241122128,0.00121377563755787,0.0711000293847263,0.0280694702463099,0.0345052690007414,0.00442480291889055,0.0276777782763027,1.10233374936497,1.07219941722175,1.06672345371077,1.13188511214589,1.06917967593026
100,0.1,1,0,4,-0.4,0.0126865680651247,0.0315520680622497,0.003431817319119,0.0308433412101065,0.000932547616663326,0.0688979499005634,0.0498071052849288,0.0534865710109309,0.00452989634320777,0.0321923004019245,1.13654318471989,1.06866839977681,1.05670310779995,1.10892483813662,1.06140834027601
100,0.1,1,0,4,-0.2,0.0180195740205077,0.0286001887316657,0.00483721322737308,0.0270120717227254,0.000607384814224123,0.0736980987532774,0.0786505593809022,0.0542971171127956,0.00750409435873158,0.028199393501217,1.14068480263545,1.0499509600644,1.03421789935851,1.10242982271993,1.03819367843757
