"n","contamination_level","ctam_sigma","ctam_mu","cook_cutoff","ctam_rho","robust_m_est_bias","robust_m_est_variance","robust_mm_est_bias","robust_mm_est_variance","robust_s_est_bias","robust_s_est_variance","ols_est_bias","ols_est_variance","ols_diag_est_bias","ols_diag_est_variance","ols_mspe","robust_m_mspe","robust_mm_mspe","robust_s_mspe","ols_diag_mspe"
100,0.1,1,0,4,0,0.0178733415467575,0.031820522696191,0.00370457647604326,0.0298699450794852,0.000377402727480262,0.0766761354022246,0.0893833085346043,0.0608474658804363,0.0067669636853818,0.0318651973887982,1.17373377133262,1.06916384009186,1.05345523776113,1.11388620085637,1.05849275027291
100,0.1,1,0,4,0.2,0.0236127274993553,0.0357647735780861,0.00392067548586548,0.0332326742508563,0.000495869831558461,0.0767359641407647,0.132787549347133,0.0729002292195305,0.00885314955140277,0.0348236815629658,1.23513101324075,1.07918500050322,1.05816525873165,1.12296432972275,1.06637444921978
100,0.1,1,0,4,0.4,0.0322300443692353,0.0363201013037214,0.00410808401341077,0.0331554479109891,0.00152343735558007,0.0755047486919212,0.193536335700321,0.0806549530650529,0.0115144176149175,0.0377378299702501,1.30846303585441,1.08619049550758,1.05372607098168,1.11044548877366,1.07050931153536
100,0.1,1,0,4,0.6,0.03417200374086,0.0343167767414507,0.00389563356060183,0.02817992706219,0.000147344973651503,0.0757628995204317,0.223373070402143,0.0885876206424826,0.0119080827912514,0.0343875918214942,1.33482315459071,1.08593529299176,1.0510137191695,1.11421632326049,1.06833077137589
100,0.1,1,0,4,0.8,0.0430105894958928,0.0326397307180953,0.00421039357374941,0.0280447919349027,0.000664964943017459,0.0786092358130183,0.284181456168877,0.0946310556013561,0.0165167154850776,0.0339234390136764,1.41461305156331,1.08834347868138,1.03871165337216,1.11028359752948,1.0575673849395
100,0.1,1,0,4,1,0.0409042144434092,0.0291061295721918,0.00319655444508739,0.0248213366930575,0.000314211110546992,0.0679563283145825,0.307432439751151,0.0884435976473804,0.0160681782215358,0.0302776375849221,1.41957455661435,1.06991639595725,1.02548156589427,1.08686129395295,1.04718022911764
100,0.2,1,0,4,-1,0.0337615366042234,0.0196142926081589,0.0333582992938847,0.0208222899768746,0.0185507463116741,0.0845635415516827,0.0378859229871032,0.0189832871056,0.0214822870478037,0.0253965749234157,1.08137964765404,1.07859852500009,1.07967294463903,1.15839587226703,1.07264020700866
100,0.2,1,0,4,-0.8,0.0299660013649206,0.0318667668986191,0.0232337602240172,0.0333730800507575,0.00508523757764707,0.0913941182701389,0.0525543007219732,0.035710689576868,0.0159190341499234,0.033272651577257,1.10171302073577,1.07348721288863,1.0681863577434,1.13153661119501,1.06013118734614
100,0.2,1,0,4,-0.6,0.0371742586268357,0.0348551870732376,0.0207407102503625,0.0364730294900715,0.00243877018446306,0.0866207310162217,0.0909316996480187,0.0444388509254215,0.0164327408998346,0.0353628966009923,1.14932257496182,1.0846560916182,1.07123205322267,1.1254663792429,1.06873785705534
100,0.2,1,0,4,-0.4,0.0596235269002575,0.0458494302491144,0.027980511337079,0.0442254074901526,0.00092975797822964,0.0868028797144977,0.161284148204577,0.0688853543140162,0.0272355060381684,0.044523078252047,1.25400186912447,1.1240420265089,1.0917162000794,1.12771569137854,1.09275005036056
100,0.2,1,0,4,-0.2,0.0834163146320963,0.0438284719884891,0.031040125199535,0.0438553815620072,0.00144503197557779,0.0764891796209628,0.257172995292343,0.0709410117640882,0.040646703659,0.0437851653489026,1.36964452434774,1.15674923000322,1.10313626463258,1.11356607273497,1.11468915501971
100,0.2,1,0,4,0,0.116875820608514,0.0487488586006555,0.0352759911556828,0.0456388383793718,0.00330622390416115,0.0723845474069515,0.369118563152291,0.0804219509914197,0.0569785282830744,0.049294700273167,1.50035736238375,1.19384617022723,1.10382466126455,1.10889473921337,1.13502012166868
100,0.2,1,0,4,0.2,0.131161435044441,0.0558831339780078,0.0316688555850844,0.0471946256441735,0.000614953554470854,0.0702109524260539,0.458963503286743,0.100533215842985,0.0752547268384436,0.058376734645925,1.60448361199773,1.20915483891397,1.09530157534626,1.09845368800932,1.15736110567584
100,0.2,1,0,4,0.4,0.153668335777826,0.0521310560001423,0.0298622063154159,0.0429280047389994,0.00144771833763254,0.0732433265171696,0.559532814865961,0.0998041391171343,0.0903459250972892,0.0567027950461217,1.6857873494177,1.21854719046376,1.08581817285552,1.11022360039705,1.16161522339612
100,0.2,1,0,4,0.6,0.182100305028773,0.0530340614324794,0.0321479124083342,0.0417928093261456,0.00190080287330041,0.0680656715972619,0.670386650365917,0.100981651992209,0.107638796987332,0.0563585435268934,1.78670309756936,1.23001086844786,1.0698025013961,1.08413313065452,1.16535486428902
100,0.2,1,0,4,0.8,0.226437133083127,0.0707798764375602,0.0292293922732557,0.0490947353109519,0.00068954614837694,0.0790128097388942,0.833783696966228,0.110801881691464,0.135384385111892,0.0677028676114472,1.95946324439613,1.30457576600196,1.08483425497109,1.09640535785756,1.21632329023275
100,0.2,1,0,4,1,0.257594451082583,0.0704950273149757,0.029040306118827,0.0460063523267204,0.00105217523614577,0.0657481630027932,0.999781574342635,0.108621802272491,0.161607023678946,0.0710481338029814,2.18639815621936,1.3697945284031,1.10390929402922,1.11407296772899,1.27659273804302
100,0.3,1,0,4,-1,0.0611816695390614,0.0229683133609564,0.0603107272385906,0.0235999727672693,0.0419931916567885,0.0842589257638008,0.0659726202340717,0.0219853090530532,0.0444140024670082,0.0278395539663164,1.11000260510822,1.10634021573747,1.1061401425916,1.16807187147232,1.09381964073791
100,0.3,1,0,4,-0.8,0.0667417169465712,0.0327923536194009,0.0587075276481329,0.0342232947765799,0.0156152873533667,0.0952935095544917,0.0983860845463865,0.0362434812062834,0.0409039564658542,0.0345132669044634,1.14205291839562,1.10602591485109,1.10055373386899,1.14443845400171,1.08453325208447
100,0.3,1,0,4,-0.6,0.102476662640674,0.0460321531335699,0.0757358088750448,0.0496023561894792,0.0101419676401909,0.0927558570185027,0.184450031779401,0.0523348812075345,0.059740881199044,0.0464278279805896,1.2646568340546,1.16926697990719,1.14417471887097,1.13541273782877,1.12962027616777
100,0.3,1,0,4,-0.4,0.161790027255218,0.0528263330561506,0.102889293444761,0.0555586071268393,0.00904424457654082,0.0930215189547571,0.321620177865944,0.0653060872795741,0.0974915189411835,0.0544117056316343,1.4388655504531,1.25371699942726,1.19398133606404,1.14646651681692,1.19353177251729
100,0.3,1,0,4,-0.2,0.21827708288982,0.064641782777826,0.111420244486389,0.0671941565168714,0.00329481301609599,0.0850083997718852,0.48194622454969,0.0813163627232963,0.137552434448886,0.0699298475386927,1.61430208161083,1.32165834381974,1.21430776592965,1.11977084310657,1.25110551946753
100,0.3,1,0,4,0,0.280612905102832,0.0641896924377171,0.127349440237143,0.069887862530566,0.00445231299196545,0.0804520819078682,0.647448905156729,0.0823840151535624,0.174480619739967,0.0658572617845081,1.78000740107908,1.38016650409821,1.22798053971348,1.1215883856274,1.27804787182231
100,0.3,1,0,4,0.2,0.389109763238886,0.0857848937974269,0.146890522125078,0.0844912703933789,0.00323560243760163,0.0744572188596301,0.850912040491514,0.101585806550617,0.258404134555702,0.0815131017366297,1.98653785908699,1.49720414149364,1.25287306199546,1.1128475222546,1.36645610291183
100,0.3,1,0,4,0.4,0.521236858755414,0.0904384553727625,0.176315973395617,0.0877247863750461,0.00567286303244153,0.0745864486666498,1.12935376351327,0.103028249456279,0.359883175538781,0.0909419920036888,2.30748607530279,1.65265691640979,1.29076782943113,1.10455185058751,1.49310911892423
100,0.3,1,0,4,0.6,0.571871084338664,0.095779408386779,0.189031700217647,0.0932826255342273,0.00475874719589874,0.0691714906156126,1.21724754089329,0.109371331169257,0.390866851967322,0.0944467345988199,2.382957466607,1.71530506109554,1.32837584206595,1.13357931312306,1.53503845072035
100,0.3,1,0,4,0.8,0.755998105420103,0.120577655888289,0.218489496120422,0.106934160613315,0.00660625286865485,0.0736649075472915,1.52780757942161,0.130011243199039,0.552661388986228,0.117921225132026,2.69564826654242,1.90380042008658,1.3436189607551,1.10885022157623,1.70307799934425
100,0.3,1,0,4,1,0.870928498292973,0.12285156888771,0.223560022462067,0.117759997978145,0.00432180649759631,0.0667322453776746,1.72490169380564,0.115873487895621,0.646249210935844,0.133231462146455,2.80209398681176,1.98100009576967,1.35777236210146,1.10675807348953,1.78227134080123
100,0.4,1,0,4,-1,0.0954834417714155,0.0243780476709988,0.0945994202144804,0.0250197783028427,0.0706009657715075,0.0818269098860329,0.100055576405809,0.0231017591922647,0.0743962140253482,0.0289577499506807,1.14587904217124,1.1434690795782,1.14346768028641,1.19941679256168,1.12895534747354
100,0.4,1,0,4,-0.8,0.115265511353389,0.0312907232422553,0.104670190314298,0.033670580932087,0.0323429572788402,0.0904751365729009,0.153115488491924,0.0344756753527823,0.0844514894451046,0.033945893568594,1.21319404882486,1.17070266384319,1.16315968521374,1.1721746285106,1.14579514353876
100,0.4,1,0,4,-0.6,0.203489722835203,0.0544642906377565,0.166753978538401,0.0601939310693361,0.0188815517561703,0.105848990155011,0.321744231550073,0.0587995762149751,0.136365202912763,0.0597553367074296,1.40790004205965,1.27752481471936,1.24723695162778,1.15758406049397,1.21872746393479
100,0.4,1,0,4,-0.4,0.297884033242501,0.0638788702956257,0.223431705672967,0.0716469174303332,0.0166412492960892,0.102156605129489,0.504409140995747,0.0695940438607692,0.197740594308566,0.0666029372780848,1.63225890823697,1.40890778868489,1.34100808084823,1.16302644543265,1.30750617622315
100,0.4,1,0,4,-0.2,0.454608381414194,0.0729153850662455,0.324192769092775,0.0839796914486838,0.0191202961833545,0.0984993764523657,0.751914619118904,0.0726873772420905,0.330871005684773,0.0850533578925254,1.87965311615761,1.56901991362624,1.44627825109607,1.16316668804755,1.46118830334178
100,0.4,1,0,4,0,0.644189630968083,0.0930265854319353,0.400312121115542,0.103238880664181,0.0226735326579058,0.120522444388665,1.04352986742899,0.0972218174349121,0.468431039433418,0.0978987699640161,2.191308141887,1.78225792279007,1.54881025372332,1.19706190024117,1.61917682542798
100,0.4,1,0,4,0.2,0.818984762677998,0.109127761131338,0.516062358174282,0.126707990866146,0.0164720245290418,0.104778669001083,1.29143180506334,0.10728516918066,0.586268460550528,0.105545406526667,2.39997798458718,1.93639569469788,1.65914412246918,1.1512276922391,1.70719795587647
100,0.4,1,0,4,0.4,1.11808631892231,0.121738834425556,0.681582243700328,0.150152088085618,0.0190277677801838,0.101286690303928,1.6416035376066,0.114278824991296,0.821195939583045,0.128944804540232,2.76009679208271,2.23996062426236,1.83434714171872,1.14548468564557,1.9663384602674
100,0.4,1,0,4,0.6,1.32363928214866,0.128538247008046,0.763065860480601,0.173288705673773,0.0188421131365608,0.0914929531360865,1.91220760557251,0.117130103679524,0.96889158963975,0.132594429531272,3.04805697510156,2.46027165720421,1.94132697951811,1.13565299484294,2.11867112590995
100,0.4,1,0,4,0.8,1.61139030745093,0.148440867528858,0.888598911402695,0.201887307227384,0.0204212238912817,0.105418084215368,2.25354803544367,0.133700011605211,1.20181783145424,0.158555702657737,3.41933735240587,2.77503820862667,2.09624290779535,1.16048803565223,2.38104348887058
100,0.4,1,0,4,1,1.78697180910899,0.124203035374658,0.982429975947158,0.19087130731576,0.0111905739793819,0.0933461683779257,2.44109871993208,0.109316042827417,1.40279841331691,0.136768427605611,3.61689360332005,2.96789278081214,2.23502519950073,1.12141583946048,2.5968134738427
100,0.5,1,0,4,-1,0.128912410472414,0.0217753167747923,0.127700925034191,0.02316737425835,0.11600979516738,0.071767492632934,0.132234736235188,0.0207899875807666,0.111142652751408,0.0258838092238888,1.18146281313843,1.17952087899092,1.17880213230551,1.2441228904728,1.16439258221436
100,0.5,1,0,4,-0.8,0.17432232281958,0.0402751797546815,0.166893677721222,0.0421279448514353,0.0570474807102442,0.10462652826943,0.211160500577027,0.0437212543894429,0.137022435144722,0.0471194986169049,1.27340241645938,1.23443097048184,1.23030427935943,1.22158283468905,1.20943578700358
100,0.5,1,0,4,-0.6,0.336403056432717,0.0536684927528299,0.300887986413228,0.0598974626970548,0.0473471203581723,0.13687542393109,0.454821141901443,0.0551133237627852,0.256005421435227,0.0602174101073434,1.54857213551139,1.41934128809959,1.3864683986888,1.22377741937462,1.34738073209727
100,0.5,1,0,4,-0.4,0.544812238665947,0.066031985392473,0.466655042770481,0.0769636740555174,0.0607717203445198,0.148764963895925,0.754789886374882,0.0656949702357565,0.432228323064318,0.0770723588800812,1.85607581293909,1.64057609775007,1.57225864165484,1.24626461032683,1.54133201489038
100,0.5,1,0,4,-0.2,0.791905399278458,0.093052081044166,0.675024620873,0.107630944890025,0.0753052681209605,0.159538850045196,1.05912858230004,0.0854568483340885,0.625949414076313,0.102907052814356,2.17592679714358,1.91310659597383,1.8125379289848,1.29763237260705,1.76785574102354
100,0.5,1,0,4,0,1.0845585196072,0.0914811669851453,0.902608318252466,0.115951573814408,0.0650710629009818,0.173823707565589,1.41317646611581,0.0817729487962739,0.849474902630026,0.104161954715293,2.52739698566013,2.20143327644703,2.04200022931705,1.27382016444142,1.99361038261568
100,0.5,1,0,4,0.2,1.44008014675462,0.115089767148949,1.18928054505254,0.144137438213651,0.0703064316624693,0.160425948002641,1.81704017673043,0.104124570563019,1.14803656276243,0.131636668314858,2.94739209129945,2.58350750766166,2.36864650564212,1.27410234928715,2.32038321575021
100,0.5,1,0,4,0.4,1.6336819389761,0.11219151870304,1.3091246002301,0.148718827888234,0.0592944435270748,0.132884334897184,2.06449722377615,0.105646141946592,1.29528742910484,0.130391690809047,3.23275787503574,2.79960672380682,2.51554841844118,1.22668556533972,2.49622628516634
100,0.5,1,0,4,0.6,1.98922152683639,0.128977523009522,1.62282322327869,0.167878528571665,0.0763439894164467,0.195137962553067,2.42122800875485,0.116119345804152,1.60857960685898,0.13709694739598,3.61949112142912,3.1930966712986,2.86059421399501,1.30458109690489,2.82712975957344
100,0.5,1,0,4,0.8,2.27091019546931,0.138663257332485,1.83112256558316,0.182866776144792,0.0897956292137966,0.19025894513009,2.74902314927556,0.124259658413749,1.85229248594374,0.159218160260173,4.02559649820231,3.54634073672615,3.14527232677665,1.3540737792466,3.15161763412782
100,0.5,1,0,4,1,2.64998599016309,0.144550411645684,2.26023914830055,0.194691805008441,0.0746690226226868,0.145971923432184,3.05159329822506,0.128169320868783,2.24883466886426,0.163706441400097,4.2369660888889,3.85811350443966,3.52550807511541,1.30244867679171,3.49469090264616
100,0.6,1,0,4,-1,0.141449107232059,0.0200395468496986,0.13996596204551,0.0211943775866503,0.114126395935462,0.0774115347856166,0.146168582723001,0.0195839626632099,0.124975709018166,0.0248790726889842,1.20528970387952,1.20137043255044,1.20186367487481,1.26848663825026,1.19190114800879
100,0.6,1,0,4,-0.8,0.233108403256746,0.0425748718648215,0.224612911302903,0.0434528850392855,0.0972009122015278,0.126247153614564,0.270187449940667,0.0413938656692304,0.193796703964619,0.052110377638322,1.32951492298963,1.29050448312386,1.28509826694751,1.27245976196837,1.26558225257619
100,0.6,1,0,4,-0.6,0.48375094432468,0.0678403561413588,0.453685851717003,0.0718222098847094,0.145616027098466,0.19908187378889,0.593900816362776,0.0632759705007457,0.411981627770189,0.0810931098814583,1.68656981367895,1.580479222343,1.55410667978755,1.41852746451437,1.53216435134294
100,0.6,1,0,4,-0.4,0.777315274974441,0.0651100402622444,0.733960201010419,0.0728649923004989,0.177270558430546,0.20238933820408,0.932223955762457,0.0587732494260495,0.639953548643642,0.0822208720865457,2.02666150011345,1.88098550244697,1.84551399930921,1.44203792573259,1.7728661706253
100,0.6,1,0,4,-0.2,1.19884639186047,0.0996940903644725,1.12706101406954,0.106268604255496,0.259606368512321,0.267606004181145,1.42131002543477,0.0919581978821941,1.00633996317595,0.116523837374868,2.54893881401087,2.33349476101119,2.26990787113425,1.57916586615495,2.16690591336671
100,0.6,1,0,4,0,1.54179593267979,0.0993677069732205,1.45171278172765,0.108762864677181,0.32290598410349,0.317977904969104,1.77605699742555,0.0897890229169736,1.32212942762167,0.113951418281934,2.94969006757335,2.7202072165362,2.64119585803876,1.71223491189812,2.52718247552087
100,0.6,1,0,4,0.2,1.93227347465287,0.11171095923431,1.80397348414572,0.129035680425598,0.298295524365102,0.347381909763911,2.21408943732047,0.0982637059525667,1.64334611572892,0.134931809881816,3.41506049547514,3.14183131765173,3.03065272591797,1.74022306595333,2.88468733334506
100,0.6,1,0,4,0.4,2.32207864202713,0.115343825792151,2.16814342991527,0.147406423405462,0.401069681820018,0.374547796203338,2.63093285821132,0.103984805460925,2.02295492113056,0.141178670425239,3.78364455252751,3.48852789083781,3.36731802239216,1.85572089874765,3.22697217079967
100,0.6,1,0,4,0.6,2.7430441003791,0.131740344514864,2.59745625183688,0.153251265083874,0.556502456120546,0.445120258219661,3.03735235143198,0.117538913758463,2.4098271697603,0.159672235049702,4.23201703687421,3.94336822658586,3.81385789916138,2.05673144554786,3.64089245707731
100,0.6,1,0,4,0.8,2.9985516925815,0.127547654099643,2.84503463501616,0.147941331299581,0.612272601244213,0.494375240244435,3.30311474189712,0.120421185581321,2.61332775690824,0.160302953008477,4.59139882863966,4.27774738239874,4.14130443037119,2.20423776986138,3.92686038511233
100,0.6,1,0,4,1,3.38664042835857,0.122436754603166,3.23566329251851,0.147265355482063,0.808952251666332,0.537986491678778,3.66387413688353,0.113988959609972,2.98187977886449,0.145432759749103,4.87610778682635,4.60509381485942,4.47826123395206,2.44984697357652,4.23198447711639
200,0,1,0,4,-1,5.9848281275267e-06,0.0107983184241806,5.10242060222672e-06,0.0108846435344673,7.66369875573801e-05,0.037737282228309,6.61121310559222e-06,0.0102888355295703,1.59036342674817e-06,0.0137892096202466,1.01058308388401,1.01149786204195,1.01133929007483,1.0512282003131,1.01512923705687
200,0,1,0,4,-0.8,3.41589139587814e-05,0.0116164540736833,3.4709311301423e-05,0.0116233351737467,8.41353691752633e-05,0.0368515700610882,2.92496810133038e-05,0.0108629259585431,4.46022660665795e-05,0.0140534782397138,1.01604301947573,1.01683856694612,1.01669143758908,1.05258083857435,1.01911822595456
200,0,1,0,4,-0.6,6.62139555434839e-06,0.0110079425754789,4.75231153299953e-06,0.0110875940152912,5.15201853472442e-05,0.0343259881947092,3.42821269046903e-06,0.010492100924926,2.73615867606107e-06,0.0141683258844711,1.02287921542008,1.02368864528801,1.02382410746388,1.05879773862696,1.02776764438135
200,0,1,0,4,-0.4,2.31044708498246e-05,0.0111031644950939,2.19851602029528e-05,0.0110432965103332,7.91265276526702e-05,0.0366586190687813,2.35743572179336e-05,0.0101235089762361,1.11787478066626e-05,0.0144786844507931,1.01885725331106,1.02006168071295,1.01998544706711,1.05608166333094,1.02485079733729
200,0,1,0,4,-0.2,1.52870213615663e-05,0.0115763377923567,1.12902512177605e-05,0.0118694450401481,0.000147487882026497,0.0349047976603942,2.23747398242447e-05,0.0112017141470026,1.43324942980274e-05,0.0138622419789469,1.01598971503748,1.01691144787021,1.01743903601031,1.05398147882755,1.01983644890836
200,0,1,0,4,0,4.32362207362824e-06,0.0116080053546408,4.86246573326561e-06,0.0118185180423683,5.41068720458122e-05,0.032910417111471,7.24815197363239e-06,0.0112184122212559,2.1006093528451e-05,0.0140259679659683,1.01126739902131,1.01204263744452,1.01245180681755,1.04787904817472,1.0159234402974
200,0,1,0,4,0.2,5.17214376733382e-05,0.0112124388177858,4.85131684768625e-05,0.011156775287282,0.000134947432415831,0.0358833676217417,4.72584353855712e-05,0.0105306783957893,4.51251399927739e-05,0.0144321075606057,1.02059396284388,1.02162632929443,1.02153194355055,1.05817496008681,1.02556358160566
200,0,1,0,4,0.4,2.67118683876892e-05,0.0106082009876143,1.97074765180367e-05,0.0107717408131065,0.000344280920845885,0.0375423451441845,2.38407460130603e-05,0.0102782872789661,3.78591675972004e-05,0.0138337681918245,1.00852427094316,1.0092834859666,1.00945920878855,1.0502932005094,1.01312364914446
200,0,1,0,4,0.6,0.000114798824978988,0.0109288304686332,0.000105252932137796,0.0110976141910945,0.000350199322286664,0.0359516782337888,0.000106482498570241,0.0105615285554089,0.000177715187729368,0.0141731037268532,1.01090218846045,1.01157592538069,1.01156389560916,1.04940365609324,1.01672077653471
200,0,1,0,4,0.8,8.00915639903577e-07,0.0105045343435928,1.1587052378076e-06,0.0106368288762271,0.000115468003367989,0.03834548050428,1.6852390383327e-07,0.0100359355966572,1.6663980892261e-05,0.0133139095561318,1.01539840478957,1.016087877067,1.01641857815943,1.0537001715491,1.02107224992125
200,0,1,0,4,1,3.07784468162798e-05,0.00962325781915199,2.33212212238933e-05,0.00973983253489202,0.0001611584320098,0.0325095441316212,4.84688168756794e-05,0.00926567593789075,2.61215363469883e-05,0.0121629038848225,1.03211951219439,1.03240976837116,1.03237259125983,1.06731632648693,1.03642360784909
200,0.1,1,0,4,-1,0.0114680173057017,0.0113665792434202,0.0108348200363329,0.0116228194919694,0.00456214152330676,0.0407369764568569,0.0140562768560258,0.0111829781159659,0.00636531039130222,0.0132912999191369,1.0309347151679,1.02913946362295,1.02860204764058,1.06108471628213,1.02590444950084
200,0.1,1,0,4,-0.8,0.00850236197837766,0.0127811300748962,0.00588872687202473,0.0136868239574586,0.00139161543498018,0.0352916026320735,0.0182003086434168,0.0153488814081045,0.00378054117262508,0.01284642190197,1.0491174755233,1.03551859307489,1.03354124330433,1.05931663350329,1.03099022604285
200,0.1,1,0,4,-0.6,0.00817093305068165,0.0142292110448489,0.00374214697047971,0.0141937580431356,0.000251253154145519,0.0398107564686337,0.0256721932507857,0.0189968267295277,0.00347214136492017,0.0158002233508242,1.0527511732691,1.02744435092882,1.02233916861922,1.05162462407917,1.02453084969625
200,0.1,1,0,4,-0.4,0.0121340370848808,0.012875958759678,0.00383780694335886,0.0131840077895211,0.000557698547146113,0.0424226378180164,0.0497979760421104,0.020008854815834,0.00542921127931519,0.0136390249694795,1.08059840574702,1.03324523097473,1.02511840780633,1.06138924567752,1.02744712684757
200,0.1,1,0,4,-0.2,0.0158515883841012,0.0180756880913064,0.00423466145617469,0.016755108766094,0.00030553264695981,0.0364022402916421,0.0727041246907708,0.0313657398580466,0.0066339720722698,0.017733291895523,1.11023831864658,1.03732365743611,1.02425598346594,1.04479384019164,1.02724005945254
200,0.1,1,0,4,0,0.017934837708304,0.0175847300557785,0.00320894257947082,0.0153722951057821,0.000518735556334447,0.0353014088238134,0.0971049028542005,0.0334566729907322,0.00671491129092703,0.0174864034496331,1.14313734767091,1.03958383035114,1.02021838100725,1.0467983025137,1.02722445604887
200,0.1,1,0,4,0.2,0.0217957103693445,0.0170596780555154,0.00311313186834703,0.0160389038520375,2.56409175294143e-05,0.0326307139085792,0.136868020290715,0.0387386036282514,0.0083974759610371,0.017340980417252,1.19847320832375,1.05334031196334,1.03231693016392,1.05625404700573,1.04086532196156
200,0.1,1,0,4,0.4,0.0278263099945655,0.0159896507219148,0.00366362484237353,0.0147659482291079,9.21631071578436e-06,0.0323653503115233,0.175270163483316,0.0339054394782803,0.0106264675835858,0.0164035817138725,1.21259628673887,1.04803924851038,1.02506392627038,1.04867098918989,1.03266826584202
200,0.1,1,0,4,0.6,0.0330464800164197,0.016293158093194,0.00325835996011397,0.0142236006832528,0.000178067528534483,0.0352544704783185,0.225268001553414,0.0404218161972942,0.0133816893667423,0.0165716909439359,1.2843463274574,1.05953419354327,1.02539073062502,1.05516174803493,1.03991563552629
200,0.1,1,0,4,0.8,0.0395971539991926,0.0186112344174945,0.0032782232087284,0.0148260721018974,0.000382059641562551,0.0346147274701498,0.294493794068322,0.0487698662716555,0.0165294397051622,0.0176168872181943,1.35971685623012,1.06031439451321,1.0166076972502,1.04116470455042,1.03533198624676
200,0.1,1,0,4,1,0.0461747921239439,0.0161204768395627,0.00376285082432688,0.0133465859115374,0.000183891916738881,0.0345195053550678,0.333418216493123,0.0479886608872964,0.0197220928950974,0.0169173908769281,1.39094593574149,1.06864901451251,1.0231185767763,1.04901438546516,1.04323261566801
200,0.2,1,0,4,-1,0.0355300356687995,0.0109205158345066,0.034694160792172,0.0112991645287207,0.0168956283534071,0.0444750609289365,0.0410762702698362,0.010507796217001,0.0220400670061821,0.0139270397854402,1.04898351977543,1.04424136518932,1.04377702022538,1.0695428907822,1.0360728522547
200,0.2,1,0,4,-0.8,0.0277731537611976,0.0160905484708638,0.0212994866985016,0.0166844506274707,0.00383745831034225,0.0426153426480229,0.0503155799357222,0.0173933439489106,0.014890794387831,0.0166928067329308,1.07371379508493,1.04861659672619,1.04279769113028,1.06317754987137,1.03642375735041
200,0.2,1,0,4,-0.6,0.0364952698270887,0.0177469662697192,0.0208968608107776,0.0186234417503294,0.001155337623685,0.0362317554501043,0.0940056284767391,0.0231213965426129,0.0169955908490532,0.0165084310321685,1.13692899805305,1.06858560481365,1.05276318205048,1.05672888544522,1.04774145806129
200,0.2,1,0,4,-0.4,0.0591448941208847,0.0205091205578456,0.0267780114122832,0.0215402918868359,0.00117228970272308,0.0405927587877223,0.170667040569435,0.0297987858825885,0.0270395195345923,0.0201965102420386,1.21444270397704,1.09084074021227,1.05996363788541,1.06188683210814,1.05985759384703
200,0.2,1,0,4,-0.2,0.0733618946252855,0.0233370589012666,0.0239117625600894,0.0218237011901138,0.000248688526595472,0.035534896244155,0.25248291112801,0.0381902253906347,0.0338224099797055,0.0227123021431492,1.29282284739278,1.09673261524531,1.0462960340246,1.04556541259717,1.05801348634618
200,0.2,1,0,4,0,0.0942275194382815,0.0243144629439816,0.0257923693629589,0.0235805375324371,0.000988585706541428,0.0317769059269923,0.343202378113058,0.0408117776317917,0.0488793696832005,0.0240819512590304,1.38817064974319,1.11873532288513,1.0504930971052,1.03975635752115,1.07348401989389
200,0.2,1,0,4,0.2,0.126147162038429,0.0241289298189317,0.0293956712034045,0.0207184945570906,0.000878681794594534,0.0326549065542254,0.474386293287353,0.0478280698017851,0.0741029295867561,0.0261588853897971,1.54280393989665,1.16496274895863,1.06390051543124,1.05170960738975,1.11546814270367
200,0.2,1,0,4,0.4,0.15573493140797,0.0273392788262711,0.0316407860515838,0.0228015548334542,0.00110554680315521,0.032136347224459,0.591229947593823,0.0508848778610399,0.0918454081433701,0.0279152997850193,1.65771089482639,1.18971454642171,1.06024521054435,1.0495320358545,1.12916495193126
200,0.2,1,0,4,0.6,0.187639817232115,0.027039821576878,0.0321391984238487,0.0220704373866191,0.00104628448883103,0.0308416084379185,0.718739090555168,0.0544609817853106,0.117963555541253,0.0287470359505328,1.78713510304255,1.22573405448861,1.06651059389768,1.05326350287856,1.1608187819111
200,0.2,1,0,4,0.8,0.222067966053932,0.0295497318930361,0.0300178544001424,0.0223843651255027,0.00102850645691976,0.031088224236537,0.872454296109851,0.0533230148407736,0.145373768482098,0.0339791800532969,1.94797562236906,1.26574228886824,1.06514694375499,1.05291104048336,1.19461727959233
200,0.2,1,0,4,1,0.24826037865163,0.0318974472198957,0.0297354941135596,0.0204561769264093,0.000940379028705184,0.0338971172639291,0.984813526747939,0.0541762724801264,0.173657926634446,0.0380448460974309,2.06339271717591,1.29132577640108,1.0581877911944,1.04874053644535,1.22631623784367
200,0.3,1,0,4,-1,0.0679666584938565,0.0117166323467847,0.0670348260478869,0.011753415217497,0.0460353702732273,0.042978253902356,0.0735783895082224,0.0111333240551375,0.0502089312306353,0.0139876149011119,1.08707977090808,1.082653538409,1.08227350730049,1.10451965680216,1.0684891532881
200,0.3,1,0,4,-0.8,0.0636445681904969,0.0165555093971464,0.0549124874990869,0.0181776984512546,0.00909312332802594,0.0433118354390655,0.0982598803443712,0.0164292777374459,0.0385095844368369,0.017876034799116,1.12795369484162,1.09214362144888,1.08537148078326,1.07546801212113,1.06807036406813
