"contamination_level","ctam_sigma","ctam_mu","cook_cutoff","ctam_rho","robust_m_est_bias","robust_m_est_variance","robust_mm_est_bias","robust_mm_est_variance","robust_s_est_bias","robust_s_est_variance","ols_est_bias","ols_est_variance","ols_diag_est_bias","ols_diag_est_variance","ols_mspe","robust_m_mspe","robust_mm_mspe","robust_s_mspe","ols_diag_mspe"
0.5,1,0,4,-1,0.1206347618398,0.0463491949698613,0.118982302615005,0.0469251920636012,0.0943998737997865,0.16859368567667,0.123763812665014,0.0457574215363227,0.0983374329869446,0.0583424506001241,1.21807935048825,1.21760215606584,1.21628156271012,1.36138981396925,1.21309645256436
0.5,1,0,4,-0.8,0.165131602935802,0.0736086201284235,0.155878494417231,0.0791201506546625,0.0625144971175717,0.213104074774394,0.211880128332934,0.0760439551305637,0.117617700477214,0.0909721329930118,1.32278151490523,1.26936467288223,1.26565553851117,1.36256918822245,1.25068374837647
0.5,1,0,4,-0.6,0.327916647844522,0.129773406349775,0.297697855622802,0.139563285535694,0.0672051795895936,0.279731887146165,0.423610740428768,0.12687481474093,0.239871145272058,0.14230997890806,1.60799532717245,1.50871777100715,1.48913770669138,1.44785255953514,1.44481332780602
0.5,1,0,4,-0.4,0.514452556645145,0.134706098614654,0.431164872748948,0.154003373717175,0.0574974389942142,0.328193380187677,0.710701769810746,0.133851690424403,0.379057271814452,0.162415100695587,1.90557050187417,1.69639644299347,1.6382385012185,1.46335342761453,1.60040615784654
0.5,1,0,4,-0.2,0.849758774932378,0.167704440385793,0.711596004695041,0.199244671254889,0.102501261950521,0.307357408751129,1.12449047811544,0.156987241282049,0.674987847876547,0.195005292747705,2.38785520744983,2.10600981137457,1.99366114875896,1.52150210399196,1.97840574335594
0.5,1,0,4,0,1.07895091306796,0.196866707805077,0.923196287249247,0.232748987656818,0.17421137403568,0.45575058391427,1.36125549912362,0.184182319730793,0.84139888162656,0.223962176800686,2.59165103834815,2.31703425696419,2.20352167173096,1.75292211392321,2.12917087022937
0.5,1,0,4,0.2,1.45151055805279,0.225777984741581,1.23070980307362,0.258757299077678,0.197728955285706,0.465819326926319,1.80037469991806,0.213452421797236,1.15779943061978,0.272146307036008,3.12409741790638,2.77027799117541,2.58163822121581,1.77405143790437,2.52783572530199
0.5,1,0,4,0.4,1.63580932060218,0.244403584794962,1.30553048291473,0.32834084669764,0.166526047004241,0.422084016179213,2.04434554712479,0.21542964807132,1.24641472285539,0.266644313356102,3.40574309134982,3.01837705564468,2.77882671082712,1.75084501588403,2.66867424557418
0.5,1,0,4,0.6,2.04553434017587,0.246970172140223,1.68415506366037,0.321280775922873,0.220087970132023,0.515910466133951,2.45397919287323,0.224242720535829,1.68514011491186,0.30688276207006,3.73187934211905,3.3500250355831,3.08373789793067,1.88134668615516,3.07862263220123
0.5,1,0,4,0.8,2.42075937566229,0.318740125359136,1.97828595665573,0.420849070212102,0.249390988306778,0.674345388318433,2.83332666358388,0.275245036187767,1.93687966056268,0.357999283718301,4.26233085842987,3.8821612103947,3.55051394600007,2.05304114056274,3.4514863266283
0.5,1,0,4,1,2.65399527515604,0.298177049780017,2.25770547347285,0.370592369540657,0.329407507075708,0.650856716649755,3.08511483830979,0.280095693248684,2.1887907775091,0.345937288306937,4.50628132172303,4.08818375368736,3.76884565763573,2.12522707670965,3.6979704961238
0.6,1,0,4,-1,0.142825447379821,0.0438034942852635,0.141470654130282,0.0447670140566187,0.129751458104632,0.128484835756224,0.144963949883826,0.0410698590855117,0.126511896103109,0.0568893414098303,1.19104679355619,1.19207403556508,1.19235140138321,1.32225278753089,1.18965056796864
0.6,1,0,4,-0.8,0.240151673460794,0.0796449594814576,0.23161498392435,0.0833756971379996,0.133898486820875,0.272501150573628,0.270057595532664,0.0821626087782316,0.193213616512278,0.0973214185197571,1.41497897194642,1.37763606184485,1.37185661046334,1.51130885828154,1.34941237319959
0.6,1,0,4,-0.6,0.478493880923324,0.121834860039187,0.450582194530004,0.128772641863549,0.205480028756205,0.334639620194149,0.568694102022082,0.119130183151579,0.390659622688676,0.139809762219135,1.78418297726865,1.69093883638378,1.67327150710502,1.67388838214081,1.63339262127676
0.6,1,0,4,-0.4,0.846115393680691,0.138514585712354,0.785202814180824,0.151071797964127,0.251408616714866,0.366213737963893,1.00959958032778,0.133437618798619,0.699438136278052,0.1535313692142,2.22775652597156,2.06975151621995,2.02645567136859,1.78134029676275,1.95429105000771
0.6,1,0,4,-0.2,1.1428023641382,0.193043639830985,1.0702612596491,0.213238512958367,0.37394303496048,0.553001238831832,1.32488987023274,0.177734389405624,0.949430662414072,0.227973475799712,2.63228724126875,2.46178494116965,2.41183095562491,2.14898673177354,2.32157623422625
0.6,1,0,4,0,1.46129844816323,0.203097312125833,1.34939828593916,0.229923368448898,0.356802132227138,0.574348354048398,1.69413129579609,0.189372880280378,1.25446194460993,0.231772981326009,3.00325724460013,2.7777047050149,2.69350187529733,2.15598837153901,2.63511033694101
0.6,1,0,4,0.2,1.91557079582858,0.24762601954922,1.76001504755673,0.285656065900172,0.543568617083714,0.686184785392332,2.19168409964949,0.221109997751666,1.59515095182272,0.283697235547628,3.52078545709136,3.26949434187947,3.15470574200613,2.40436663025954,3.03235515773583
0.6,1,0,4,0.4,2.35567883131183,0.241473170934702,2.22606044271259,0.266420722173517,0.650761085736938,0.761038185182411,2.61337740503604,0.221013976216941,1.99407335329113,0.281558074212281,3.90246722651096,3.67850870341481,3.5859753965226,2.59589094974338,3.37626694165748
0.6,1,0,4,0.6,2.81748477049214,0.243760916793344,2.68740730673321,0.276546959232946,0.902605501868205,0.944839066812498,3.09872671814267,0.218355064320332,2.46655583155507,0.303357324285892,4.47201106319304,4.21871141988526,4.12951698941746,3.08943787176266,3.92135908204932
0.6,1,0,4,0.8,3.24099645950599,0.263383379277374,3.04157020080854,0.315945621909377,1.13732764940817,0.948492069173432,3.5257786709322,0.249153305780419,2.70844524866916,0.334083120714981,5.00093086512718,4.74391500182402,4.59659389297566,3.36811240368917,4.30833664483505
0.6,1,0,4,1,3.43815843759198,0.27346677465503,3.223242649961,0.338096996118428,1.0081066672212,1.03086644026851,3.71556207593947,0.257369183421413,2.95308388407029,0.333256158987139,5.19160181517028,4.92600290507387,4.77912004052618,3.31278380202101,4.51916069471736
0,1,0,4,-1,6.96229285265467e-05,0.0241743037360689,6.00379432596218e-05,0.0242719992317583,0.000564134216836565,0.0677444069845581,4.21066410125481e-05,0.0238309440724233,0.00010813989954739,0.0281809312554875,1.03973265994253,1.04076654051763,1.04120843258242,1.10685047310541,1.04844756593588
0,1,0,4,-0.8,0.000136144393851565,0.0216403559946707,0.000164115224628131,0.0238091951265867,0.00101857015297043,0.0745271499894867,9.9988654286866e-05,0.0201208716612241,0.000237679777332321,0.0283469829029385,1.04604132806796,1.04753597981593,1.05058752959431,1.12428082976394,1.05428782612998
0,1,0,4,-0.6,7.51526043235154e-05,0.0217149789551897,8.20359866462847e-05,0.0219654684462727,0.000617127175640293,0.0833074663042346,2.14316825416546e-05,0.0201160361795551,0.000165845173451321,0.028546550638858,1.04042772454214,1.04367048663374,1.0443785496407,1.13263467835246,1.05193520589807
0,1,0,4,-0.4,2.47567180820665e-05,0.021422651455125,3.56497085731475e-05,0.021671941636076,0.000557224345683048,0.0741544654347546,1.75057963777611e-05,0.0205610166409535,0.00012837233160686,0.0275695424833337,1.01236050483738,1.01378226714388,1.01449892545401,1.0928591906982,1.02112518213737
0,1,0,4,-0.2,0.000183616160293916,0.0225749702712167,0.00015912330739277,0.0230086146821893,0.000419062889679462,0.0766946233823199,0.000165467501498551,0.0215098376529901,0.000200783907127625,0.0272550581060892,1.05725530682136,1.05824083206409,1.05860283808817,1.14523726165977,1.06410065651392
0,1,0,4,0,1.40652280867691e-05,0.0227980110932525,1.58837220299058e-05,0.023184609851456,0.000564519649981289,0.0735948336883017,1.89187473271628e-05,0.0215981651948339,6.43109879009351e-06,0.0277862921282753,1.04091400123951,1.04332762620377,1.0440794729033,1.12646618263613,1.05100872795653
0,1,0,4,0.2,7.7576908414083e-05,0.0231815860441834,7.48358420211214e-05,0.0235724885835062,0.000151724736964817,0.0717529900042102,9.89275427565641e-05,0.0223258940974332,9.95911985481266e-05,0.0306213595048994,1.02486264284047,1.02679365243575,1.02791507288425,1.09746592458703,1.03731439971225
0,1,0,4,0.4,5.96850048413597e-05,0.0253731262844391,6.5347667766781e-05,0.0266024140073333,0.000426577474914793,0.0939681734662273,7.96912079949523e-05,0.0240905946501258,8.57076366416639e-05,0.0316511976835656,1.03691086296523,1.03900810894008,1.04116684753796,1.12971304318176,1.04800629687739
0,1,0,4,0.6,0.000209164480974121,0.0227202892811302,0.000210684772844205,0.022446480116563,0.00053667122483307,0.0737718138639091,0.000173778450991236,0.0214694581870666,0.000174638311584573,0.0307514944912567,1.02229052855024,1.0236797145586,1.0232889846044,1.09736562813623,1.03374465961184
0,1,0,4,0.8,4.20323755325373e-05,0.0227795807318956,5.70827708987633e-05,0.0231786767333413,2.74991259700384e-05,0.07460335648474,6.34886770718119e-05,0.0218006609608101,2.58258351020171e-05,0.0294026116818011,1.02424956763098,1.02525699425693,1.02608763471882,1.09877658850753,1.03507867996862
0,1,0,4,1,0.00010797700250242,0.0198467746468467,0.000147146439182666,0.0210057789336082,0.000262168292380654,0.0734424882782225,0.000114320850527588,0.0193622268250272,0.000174527378476084,0.0252474672637874,1.04068387106387,1.04202311703483,1.04412981744449,1.12365334184105,1.04938741146937
0.1,1,0,4,-1,0.0115187959799834,0.0205760854243231,0.0110195720911688,0.0208967440047645,0.00393181850733881,0.0873038316089471,0.0138140941496342,0.0205996322281543,0.00703560155393237,0.0236886517925717,1.04072700165493,1.03951251578668,1.03962075552921,1.12476755264792,1.03613160063305
0.1,1,0,4,-0.8,0.0107354363294856,0.0273604501781612,0.00782323727317494,0.0279197979811678,0.00171960514028143,0.080286334359325,0.0208478617623258,0.0313745466928476,0.00543840342124624,0.0294542917557203,1.08496618734906,1.06976441960023,1.06774435004873,1.13347711237636,1.06938413702117
0.1,1,0,4,-0.6,0.00904745469614017,0.0272969820072282,0.00416109843254296,0.0282044276235767,0.000500782294915322,0.0781924964145873,0.0257920283010985,0.0364728393157893,0.00368938157836693,0.0303478469529938,1.08680293832637,1.05805707809321,1.05465082702471,1.12438174118856,1.05777587931419
0.1,1,0,4,-0.4,0.0106262307244325,0.0296525360996914,0.00287899272751275,0.0287499172064139,0.000364190290069087,0.0671092667317864,0.0447239709016084,0.0479687800670308,0.00459061876469614,0.0284860316815448,1.12022221740352,1.06315951933401,1.05448840869708,1.11465194667716,1.05611663558662
0.1,1,0,4,-0.2,0.0156106514995889,0.0323527049787216,0.00386389658462535,0.0330668104898515,0.000436887281459784,0.0869838156890607,0.0719178204312489,0.052771263336626,0.00545701959694942,0.0312202398606348,1.15490873838962,1.07286891526044,1.06147746886241,1.13576544587957,1.06020030925456
0.1,1,0,4,0,0.0199946774642694,0.0362534176547176,0.00408815369101326,0.03575474788858,0.000420211561740371,0.0770728775128262,0.100824664022002,0.0665939194132644,0.00805370454726838,0.0372178018017909,1.17944371636183,1.06951897720314,1.05690636983558,1.11732993571705,1.06261148123679
0.1,1,0,4,0.2,0.0241437729787522,0.0295664842145667,0.00403428515484499,0.0291763244760001,0.000685395198055254,0.0716605846683705,0.13246380113238,0.0585234763729421,0.00968254935961706,0.031774070085938,1.21625085886933,1.06844890884939,1.04754605061781,1.10878812661074,1.05739432013218
