"n","p_n","p","contamination_level","ctam_sigma","ctam_mu","cook_cutoff","robust_m_est_bias","robust_m_est_variance","robust_m_est_mse","robust_mm_est_bias","robust_mm_est_variance","robust_mm_est_mse","robust_s_est_bias","robust_s_est_variance","robust_s_est_mse","ols_est_bias","ols_est_variance","ols_est_mse","ols_diag_est_bias","ols_diag_est_variance","ols_diag_est_mse","ols_mspe","robust_m_mspe","robust_mm_mspe","robust_s_mspe","ols_diag_mspe"
200,0.5,100,0,1,0,4,1.2068432656865,1.01453561987035,2.21934981431712,11.5936102057129,4996.15957069764,4997.76086176196,1.45591823474511,103.244539097621,104.493968254171,1.20727626978438,1.01337648412031,2.21862600093644,1.20697599213341,1.01757929909125,2.22252013262647,2.02475913893832,2.14025785694362,601005.194251087,10240.7139018367,2.44791737606366
200,0.5,100,0.1,1,0,4,1.27499524606917,0.978721257661941,2.25175906121579,2.78188840045238,949.989493811056,950.871403223886,27.8681313356667,13712.3293419808,13712.7728146325,1.27333987342021,0.964765938482332,2.23617628002558,1.27476657040013,0.990840316772976,2.26362520653956,10.4085661965037,4.71687225727366,88713.142993306,1208212.20876369,4.17881074801629
200,0.5,100,0.2,1,0,4,1.02605975446756,0.934396904664464,1.95858786532269,18.9395513807073,8564.60119552864,8566.41154451829,7.17731486237116,3847.76866977842,3847.25044730124,1.02779358679189,0.916245583031052,1.94220667865688,1.02570653765595,0.967663368024526,1.99143457894442,17.8174101279948,11.7208945669525,836641.481597889,405300.088295841,8.49215787669559
200,0.5,100,0.4,1,0,4,1.09114210898144,0.832057758278091,1.92153575174297,1033.3577571458,566839.078673143,566738.758272943,6.5410983020962,2506.83468510399,2508.36211403588,1.09334369473269,0.803611470397685,1.89534794218957,1.08965249491032,0.897386227825314,1.98524395027998,30.2104413499015,27.589119069021,61095155.6449785,246901.572950722,22.7826297556215
200,0.5,100,0.5,1,0,4,1.12288039837204,0.780993472777678,1.90231188420416,80.5113492830241,41639.8336042821,41637.0652863565,3.77007950498702,1788.72472917889,1788.91735922552,1.12368799419445,0.748906066352492,1.87109624841424,1.1233231429978,0.864069087014739,1.9856640918385,35.3044449855938,34.1980724113399,4205160.19812504,187635.364268477,30.9518879363785
200,0.5,100,0.6,1,0,4,0.909016718246815,0.739477920204098,1.6470156826105,83.8080510553477,37358.0849998419,37367.1768808976,447.124926656228,203381.312881204,203421.675182098,0.909000900166931,0.706227359078438,1.61381580452721,0.906504553588664,0.831463516470561,1.73630514302628,39.4479524829959,40.1384249496988,3961777.60309652,18764085.5229883,39.3882896944128
200,0.6,120,0,1,0,4,1.07487516659938,1.01962623192269,2.09246214605822,26.6489124336824,12969.4273852107,12970.1374428739,3.4996207214972,1008.61408650324,1010.09647905173,1.07436117437125,1.0182134494441,2.09053819691646,1.07473362779316,1.02397290992683,2.09665859190013,2.55663349428743,2.77056527548901,1319111.53222369,123836.744900813,3.31031108289546
200,0.6,120,0.1,1,0,4,0.924503205611301,0.994809046596449,1.91732263411456,66.7840154605385,34900.0407980933,34897.0247319577,7.00531113074195,3160.27450082107,3160.95926295017,0.922906290443477,1.00200480643359,1.9229070872642,0.923935556368514,1.00738432676078,1.92930511447577,16.2379162729637,8.86312919705129,4718311.88294595,418029.983363746,7.91601050843551
200,0.6,120,0.2,1,0,4,1.01528266819533,0.994464387519082,2.00775812693937,15.167195884759,6132.96179549697,6135.86306779074,3.93686259337257,1433.80323343015,1434.87248955667,1.01701861641326,0.987960027413386,2.00300272377182,1.01617776417956,1.01484346910204,2.02899154634339,27.7661297747839,21.6340389081833,707427.298514555,176135.778745042,17.0448616113324
200,0.6,120,0.4,1,0,4,1.18177908047766,0.941001669880302,2.1208987470182,374.441989919624,186013.243084491,186015.658588242,387.080649538512,185381.403264788,185397.721107797,1.17957629929574,0.91044328142524,2.08819869415813,1.18332057476455,1.02233314793254,2.20360905640123,47.4511915004965,47.5396967646301,22344324.1597515,22914790.5025132,44.5652750888411
200,0.6,120,0.5,1,0,4,0.949713160272634,0.909006615210255,1.85690176225247,70.7280574821249,36818.7271916824,36815.8177947812,95.9472315090811,45007.1889051427,45013.1217588415,0.948309481176266,0.868332276814617,1.81490509343725,0.952142871654498,1.0219647217813,1.97206366399223,54.7121814608502,56.9716580357711,4299979.19122494,5115301.41954691,58.0602414427795
200,0.6,120,0.6,1,0,4,1.05306980215149,0.88438846822896,1.93568949344399,33.6614428129429,17864.6225516168,17862.5547493265,1383.85334125266,676179.640410822,676211.134471253,1.05228627037475,0.837521846121319,1.88813307280383,1.05488328617658,1.02509829574992,2.077931385335,61.3160349315758,64.6339028222151,2088069.17313475,81813099.4933951,70.2111601666004
200,0.7,140,0,1,0,4,1.23853289626569,1.02296865874826,2.25945561769645,14.5598988490881,6615.99841323184,6617.32631525446,4.96291706915486,1460.38833144511,1462.43047185138,1.23790740944762,1.0202257622143,2.25609272013749,NA,NA,NA,3.42730815606407,3.86509035703628,949492.13703567,218075.720407898,NA
200,0.7,140,0.1,1,0,4,1.22855907920035,1.02625114670211,2.25275772360905,1880.80421881019,912855.24547789,912910.339205745,5.84535193984853,2527.94671369194,2528.7361722044,1.22837226787134,1.04066614099217,2.26695707658153,NA,NA,NA,25.4032743069522,18.7394407468681,114811229.652888,370837.361412008,NA
200,0.7,140,0.2,1,0,4,0.956958428304302,1.08324383556667,2.03803577619984,74.7873434473533,38107.9175332708,38106.4890416516,133.552338183135,73397.3788354352,73384.1364159475,0.957879909611766,1.06885191668879,2.02459412246717,NA,NA,NA,44.1315985941512,41.9102032714799,5430547.10833055,9998923.77820646,NA
200,0.7,140,0.4,1,0,4,1.14800174757096,1.1420419508148,2.28775961448413,48.5545043401757,21121.1479977484,21127.4602060931,70.8589958148312,34868.9847216832,34870.1057480547,1.14986703404901,1.07586844206635,2.22358373923122,NA,NA,NA,74.3854125163912,82.0512773940413,2866903.32179674,4701660.8083071,NA
200,0.7,140,0.5,1,0,4,1.07365250680293,1.15267110325495,2.22401826785137,60.9197310466584,29580.7048714472,29582.463192751,32.1171717806324,15855.1648141449,15855.5716562973,1.07153062015477,1.07195994560133,2.1413466458649,NA,NA,NA,87.7834659824852,97.1841804200844,4263396.31100317,2325213.06218817,NA
200,0.7,140,0.6,1,0,4,1.08514658888603,1.15009716586267,2.23294356041697,37.0671158500377,18547.5406725736,18547.5127070785,87.0094729929768,38341.8440702349,38352.1698550874,1.0838059093501,1.0599463650689,2.14163238168886,NA,NA,NA,98.9506511102787,111.074456463411,2716837.8294108,5292600.0286263,NA
200,0.8,160,0,1,0,4,0.963459644726366,1.02658902364811,1.98799549032718,2.37097006046046,575.156522736014,576.377179751003,1.16027898537372,97.3864981070425,98.3520040962021,0.963240077504162,1.01962922649655,1.98083004554772,NA,NA,NA,5.19350092620465,6.23308252653657,89704.968260852,15427.9419183669,NA
200,0.8,160,0.1,1,0,4,0.914392164933782,1.18298914909729,2.09501533573287,8.34742789635176,3891.28692407022,3891.85177811843,12.8065000731544,4974.83959938264,4977.69642025703,0.916269149029332,1.16593403306672,2.07987131402992,NA,NA,NA,43.8754340172608,44.8690771956341,625429.610153062,753353.306231949,NA
200,0.8,160,0.2,1,0,4,1.00999780841924,1.34258987832323,2.34990250698583,3.30856573712973,996.388276244592,997.704065429233,450.941866452239,228239.000829875,228233.464694667,1.0080160618607,1.27145556092867,2.27692871166751,NA,NA,NA,79.7085018104281,89.4133296371765,162106.334010088,38943888.7478374,NA
200,0.8,160,0.4,1,0,4,0.939261835937329,1.58164533928474,2.5177438845435,2242.52421338479,1065815.15105663,1065926.04496791,8.35882606220655,4021.73370393973,4022.04906259405,0.940937118366696,1.41109377548387,2.3492087062996,NA,NA,NA,135.701064970765,164.176162158909,177575413.811371,653694.547736859,NA
200,0.8,160,0.5,1,0,4,1.01088925039209,1.65929937544359,2.66687002708479,80.0511423836491,32962.9030584257,32977.0283946925,193.036135629013,102679.500182942,102667.177318205,1.0072623042487,1.43680892311569,2.44119760951815,NA,NA,NA,155.751428161573,191.517694893938,5422053.36139185,16186210.1248846,NA
200,0.8,160,0.6,1,0,4,1.22371340611928,1.6885213293645,2.90885769282505,55.7090554780038,26231.5392868598,26234.7852637641,8474.7074765688,4076502.25057368,4076823.9535491,1.22058236800108,1.45104769354582,2.66872796615981,NA,NA,NA,175.812856721456,213.018516273648,4310684.95693709,765918524.266264,NA
200,0.9,180,0,1,0,4,0.873906320861006,1.06181103960856,1.93359373839034,1.067019141716,78.8622203239768,79.7715150250448,9.41683842040226,4380.28825452999,4380.94451644134,0.874727955202083,1.04798849230249,1.92062047051997,NA,NA,NA,11.1451763049062,13.6501786390236,14390.5060696691,794824.382179334,NA
200,0.9,180,0.1,1,0,4,0.950291861661493,1.5884009644466,2.5355160241792,12.2529085385519,5124.73634043753,5126.73977629521,9.8767116234273,4510.76392998053,4511.61911374399,0.952357462344344,1.46705133392312,2.41647469359962,NA,NA,NA,104.82317290233,126.692975682221,927954.948109197,880924.202789581,NA
200,0.9,180,0.2,1,0,4,0.963464828896647,2.06238007059311,3.02172013934857,2769.80979332844,1386700.51426969,1386696.92303448,14.6087117087803,7921.2900973327,7920.05622884681,0.965419769525164,1.8097066498866,2.77150700611199,NA,NA,NA,186.872532683719,232.700799155457,249135575.043143,1530811.73468101,NA
200,0.9,180,0.4,1,0,4,0.878689184782453,2.81196312623941,3.68502838476938,630.342186625538,318515.32747467,318508.639006346,28.3002958153266,15518.7973799326,15516.060080988,0.883856943155176,2.31818618177727,3.19740675256889,NA,NA,NA,313.181881955595,404.240211739892,62817216.6198087,2759725.79854585,NA
200,0.9,180,0.5,1,0,4,0.943022031494085,3.17238220566131,4.10905947274407,289.668302741,155959.702227678,155937.451125964,25.4092235935778,12848.6885159773,12848.4003625389,0.94577097351053,2.57298677172137,3.51361177168846,NA,NA,NA,381.753123711649,493.355118634401,29902409.0119217,2195206.35323506,NA
200,0.9,180,0.6,1,0,4,0.974612380527398,3.36081208355492,4.32870283991521,31.5189577706966,15578.5902365091,15578.9520138068,293.278298214521,140860.741890732,140872.298705165,0.984892722237925,2.66941540456724,3.64896929599604,NA,NA,NA,416.54226334099,546.859454056996,2478495.65087284,25449848.7631115,NA
